phylum;taxon_id_parent;n_hok_1980-1999;n_hok_2000-2019;n_hok_tot_1980-1999;n_hok_tot_2000-2019;prop_baseline;prop_2000_2019;ell_l;ell_n;ell_f;ell_r;ell_t;substrate;residuals_model_substrate;residuals_model_ellenberg
Bryophyta; 152;150;193;227;227;0,66519824;0,854625551;7;5; 5;7;6;gravel or sand;  5,413567590; 4,920542740
Bryophyta; 152;150;193;227;227;0,66519824;0,854625551;7;5; 5;7;6;mineral soil;  5,789825957; 4,920542740
Bryophyta; 152;150;193;227;227;0,66519824;0,854625551;7;5; 5;7;6;soil on rock;  4,977945466; 4,920542740
Bryophyta; 156;  5;  4;227;227;0,02643172;0,022026432;4;2; 6;4;3;gravel or sand; -1,387529711;-1,741102186
Bryophyta; 156;  5;  4;227;227;0,02643172;0,022026432;4;2; 6;4;3;rock, hard; -1,689302896;-1,741102186
Bryophyta; 156;  5;  4;227;227;0,02643172;0,022026432;4;2; 6;4;3;rock, soft; -1,603680588;-1,741102186
Bryophyta; 156;  5;  4;227;227;0,02643172;0,022026432;4;2; 6;4;3;mineral soil; -1,257830864;-1,741102186
Bryophyta; 156;  5;  4;227;227;0,02643172;0,022026432;4;2; 6;4;3;soil on rock; -1,541697947;-1,741102186
Bryophyta; 165;117;160;227;227;0,51982379;0,709251101;8;3; 3;6;3;gravel or sand;  4,613307129; 3,485158334
Bryophyta; 165;117;160;227;227;0,51982379;0,709251101;8;3; 3;6;3;mineral soil;  5,065489392; 3,485158334
Bryophyta; 167; 11;  2;227;227;0,05286344;0,013215859;7;3; 4;8;3;gravel or sand; -3,619249388;-3,973320929
Bryophyta; 167; 11;  2;227;227;0,05286344;0,013215859;7;3; 4;8;3;mineral soil; -3,478667005;-3,973320929
Bryophyta; 168; 18; 27;227;227;0,08370044;0,123348018;8;4; 6;6;4;gravel or sand;  0,479777757; 0,682060053
Bryophyta; 168; 18; 27;227;227;0,08370044;0,123348018;8;4; 6;6;4;mineral soil;  0,783129978; 0,682060053
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;decaying vegetation;  3,793780161; 5,181511553
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;decorticated wood;  3,174488033; 5,181511553
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;epiphytic on living wood;  1,243774509; 5,181511553
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;rock, hard;  2,847322886; 5,181511553
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;artificial stone;  3,646893268; 5,181511553
Bryophyta; 174; 31; 62;227;227;0,14096916;0,277533040;6;5; 8;6;3;mineral soil;  4,264293093; 5,181511553
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;decaying vegetation;  2,135420078; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;decorticated wood;  1,936445923; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;epiphytic on living wood;  1,328258844; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;gravel or sand;  2,146830817; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;rock, hard;  1,832075550; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;artificial stone;  2,088061644; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;mineral soil;  2,287795511; 2,084960749
Bryophyta; 175;217;223;227;227;0,96035242;0,986784141;6;6; 6;6;7;soil on rock;  1,983771663; 2,084960749
Bryophyta; 176; 93;134;227;227;0,41409692;0,594713656;5;5; 6;6;4;decorticated wood;  3,380637416; 3,940803373
Bryophyta; 182; 57; 97;227;227;0,25550661;0,431718062;5;4; 5;7;5;epiphytic on living wood;  1,342669626; 2,856870026
Bryophyta; 182; 57; 97;227;227;0,25550661;0,431718062;5;4; 5;7;5;gravel or sand;  4,211702281; 2,856870026
Bryophyta; 182; 57; 97;227;227;0,25550661;0,431718062;5;4; 5;7;5;rock, soft;  3,426728325; 2,856870026
Bryophyta; 182; 57; 97;227;227;0,25550661;0,431718062;5;4; 5;7;5;artificial stone;  4,009518071; 2,856870026
Bryophyta; 182; 57; 97;227;227;0,25550661;0,431718062;5;4; 5;7;5;soil on rock;  3,649373490; 2,856870026
Bryophyta; 184;  7; 10;227;227;0,03524229;0,048458150;9;4; 6;7;3;gravel or sand; -0,187516667; 0,153141496
Bryophyta; 184;  7; 10;227;227;0,03524229;0,048458150;9;4; 6;7;3;artificial stone; -0,268426290; 0,153141496
Bryophyta; 184;  7; 10;227;227;0,03524229;0,048458150;9;4; 6;7;3;mineral soil;  0,004403202; 0,153141496
Bryophyta; 184;  7; 10;227;227;0,03524229;0,048458150;9;4; 6;7;3;soil on rock; -0,413347489; 0,153141496
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;gravel or sand; -2,674694548;-2,611187996
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;rock, hard; -3,440364183;-2,611187996
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;rock, soft; -3,223550240;-2,611187996
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;artificial stone; -2,814669009;-2,611187996
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;mineral soil; -2,344279865;-2,611187996
Bryophyta; 186;208;196;227;227;0,92070485;0,867841410;8;7; 4;6;5;soil on rock; -3,066387212;-2,611187996
Bryophyta; 189; 59; 32;227;227;0,26431718;0,145374449;7;5; 4;6;5;decorticated wood; -6,023599537;-6,260421296
Bryophyta; 189; 59; 32;227;227;0,26431718;0,145374449;7;5; 4;6;5;gravel or sand; -5,459593388;-6,260421296
Bryophyta; 189; 59; 32;227;227;0,26431718;0,145374449;7;5; 4;6;5;rock, hard; -6,312858148;-6,260421296
Bryophyta; 189; 59; 32;227;227;0,26431718;0,145374449;7;5; 4;6;5;artificial stone; -5,614643861;-6,260421296
Bryophyta; 189; 59; 32;227;227;0,26431718;0,145374449;7;5; 4;6;5;mineral soil; -5,095300151;-6,260421296
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;decorticated wood;  2,025062365; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;epiphytic on living wood;  0,974744758; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;gravel or sand;  2,382515571; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;rock, hard;  1,846665479; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;artificial stone;  2,282946123; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;mineral soil;  2,620485679; 1,692731536
Bryophyta; 191;202;213;227;227;0,89427313;0,942731278;6;4; 4;7;5;soil on rock;  2,105717710; 1,692731536
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;gravel or sand; -0,690600873;-0,794019443
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;rock, hard; -1,763276536;-0,794019443
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;rock, soft; -1,461081986;-0,794019443
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;artificial stone; -0,887856058;-0,794019443
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;mineral soil; -0,222865880;-0,794019443
Bryophyta; 195;108;112;227;227;0,48017621;0,497797357;7;7; 5;7;6;soil on rock; -1,241269137;-0,794019443
Bryophyta; 200; 42; 25;227;227;0,18942731;0,114537445;7;6; 7;7;6;gravel or sand; -4,286347522;-3,856328863
Bryophyta; 200; 42; 25;227;227;0,18942731;0,114537445;7;6; 7;7;6;mineral soil; -3,966824835;-3,856328863
Bryophyta; 205; 31; 19;227;227;0,14096916;0,088105727;8;6; 6;6;6;mineral soil; -3,379473959;-3,450365971
Bryophyta; 208; 11;  9;227;227;0,05286344;0,044052863;5;5; 5;6;7;epiphytic on living wood; -3,001498324;-2,525877116
Bryophyta; 211; 27; 23;227;227;0,12334802;0,105726872;7;4; 7;6;3;gravel or sand; -2,274609354;-1,727378375
Bryophyta; 211; 27; 23;227;227;0,12334802;0,105726872;7;4; 7;6;3;rock, hard; -2,945931273;-1,727378375
Bryophyta; 211; 27; 23;227;227;0,12334802;0,105726872;7;4; 7;6;3;artificial stone; -2,397362478;-1,727378375
Bryophyta; 211; 27; 23;227;227;0,12334802;0,105726872;7;4; 7;6;3;mineral soil; -1,984797644;-1,727378375
Bryophyta; 211; 27; 23;227;227;0,12334802;0,105726872;7;4; 7;6;3;soil on rock; -2,618080982;-1,727378375
Bryophyta; 213; 25; 58;227;227;0,11453744;0,259911894;8;3; 9;6;3;gravel or sand;  4,679487876; 6,580434497
Bryophyta; 213; 25; 58;227;227;0,11453744;0,259911894;8;3; 9;6;3;rock, hard;  3,700606905; 6,580434497
Bryophyta; 213; 25; 58;227;227;0,11453744;0,259911894;8;3; 9;6;3;rock, soft;  3,973678045; 6,580434497
Bryophyta; 213; 25; 58;227;227;0,11453744;0,259911894;8;3; 9;6;3;mineral soil;  5,114724838; 6,580434497
Bryophyta; 214;  9; 36;227;227;0,04405286;0,162995595;6;5; 3;8;6;rock, hard;  5,528564951; 4,551857912
Bryophyta; 214;  9; 36;227;227;0,04405286;0,162995595;6;5; 3;8;6;rock, soft;  5,775358169; 4,551857912
Bryophyta; 214;  9; 36;227;227;0,04405286;0,162995595;6;5; 3;8;6;artificial stone;  6,251145201; 4,551857912
Bryophyta; 214;  9; 36;227;227;0,04405286;0,162995595;6;5; 3;8;6;mineral soil;  6,815743718; 4,551857912
Bryophyta; 214;  9; 36;227;227;0,04405286;0,162995595;6;5; 3;8;6;soil on rock;  5,956618488; 4,551857912
Bryophyta; 216;  9; 19;227;227;0,04405286;0,088105727;7;6; 4;7;6;gravel or sand;  1,612196569; 0,969180308
Bryophyta; 216;  9; 19;227;227;0,04405286;0,088105727;7;6; 4;7;6;mineral soil;  1,876764132; 0,969180308
Bryophyta; 220; 36; 31;227;227;0,16299559;0,140969163;8;5; 4;5;7;mineral soil; -2,091848799;-3,362433712
Bryophyta; 222; 32; 48;227;227;0,14537445;0,215859031;8;3; 6;3;4;mineral soil;  1,565109913; 1,237966884
Bryophyta; 227; 18;  9;227;227;0,08370044;0,044052863;8;6; 4;6;5;mineral soil; -3,145075005;-3,586849940
Bryophyta; 233; 92; 77;227;227;0,40969163;0,343612335;5;5;10;4;4;decaying vegetation; -3,409917741;-1,392687885
Bryophyta; 233; 92; 77;227;227;0,40969163;0,343612335;5;5;10;4;4;mineral soil; -2,919423105;-1,392687885
Bryophyta; 234;  6; 26;227;227;0,03083700;0,118942731;7;3;10;6;3;mineral soil;  5,993103575; 7,304534888
Bryophyta; 237;174;197;227;227;0,77092511;0,872246696;7;4; 7;7;3;gravel or sand;  3,290458744; 4,079799609
Bryophyta; 237;174;197;227;227;0,77092511;0,872246696;7;4; 7;7;3;mineral soil;  3,624830184; 4,079799609
Bryophyta; 249;  5;  3;227;227;0,02643172;0,017621145;8;2; 2;8;4;gravel or sand; -1,751666582;-2,438087290
Bryophyta; 249;  5;  3;227;227;0,02643172;0,017621145;8;2; 2;8;4;rock, hard; -2,030277996;-2,438087290
Bryophyta; 249;  5;  3;227;227;0,02643172;0,017621145;8;2; 2;8;4;mineral soil; -1,632667020;-2,438087290
Bryophyta; 252; 16; 10;227;227;0,07488987;0,048458150;8;2; 8;6;3;gravel or sand; -2,739688664;-2,239581017
Bryophyta; 252; 16; 10;227;227;0,07488987;0,048458150;8;2; 8;6;3;rock, hard; -3,226872657;-2,239581017
Bryophyta; 252; 16; 10;227;227;0,07488987;0,048458150;8;2; 8;6;3;mineral soil; -2,531092782;-2,239581017
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;decorticated wood; -1,157471621;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;epiphytic on living wood; -3,296095208;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;peat; -0,872062392;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;rock, hard; -1,513323332;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;artificial stone; -0,648194957;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;mineral soil;  0,009492697;-1,448185069
Bryophyta; 257; 90; 97;227;227;0,40088106;0,431718062;6;1; 6;2;4;soil on rock; -0,997545478;-1,448185069
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;decaying vegetation;  3,063994599; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;decorticated wood;  2,471015390; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;gravel or sand;  3,097803587; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;peat;  2,724068450; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;artificial stone;  2,923450930; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;mineral soil;  3,513769730; 1,793574683
Bryophyta; 259;143;171;227;227;0,63436123;0,757709251;7;2; 5;2;6;soil on rock;  2,612653885; 1,793574683
Bryophyta; 261;126;138;227;227;0,55947137;0,612334802;6;2; 5;2;4;decaying vegetation;  0,557020529;-0,608399501
Bryophyta; 261;126;138;227;227;0,55947137;0,612334802;6;2; 5;2;4;decorticated wood; -0,099880424;-0,608399501
Bryophyta; 261;126;138;227;227;0,55947137;0,612334802;6;2; 5;2;4;peat;  0,181143158;-0,608399501
Bryophyta; 261;126;138;227;227;0,55947137;0,612334802;6;2; 5;2;4;mineral soil;  1,051556244;-0,608399501
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;decaying vegetation;  0,505985818; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;decorticated wood;  0,204529426; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;epiphytic on living wood; -0,753050676; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;gravel or sand;  0,523110683; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;peat;  0,333432028; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;rock, soft;  0,178683837; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;artificial stone;  0,434725805; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;mineral soil;  0,733260300; 0,187984928
Bryophyta; 283;214;215;227;227;0,94713656;0,951541850;7;3; 4;5;3;soil on rock;  0,276725990; 0,187984928
Bryophyta; 295; 27; 55;227;227;0,12334802;0,246696035;4;6; 6;6;3;mineral soil;  3,994439173; 3,583872192
Bryophyta; 301; 51; 57;227;227;0,22907489;0,255506608;7;3; 7;5;3;gravel or sand; -0,705283961;-0,140351784
Bryophyta; 301; 51; 57;227;227;0,22907489;0,255506608;7;3; 7;5;3;rock, hard; -1,636333519;-0,140351784
Bryophyta; 301; 51; 57;227;227;0,22907489;0,255506608;7;3; 7;5;3;mineral soil; -0,299471832;-0,140351784
Bryophyta; 314; 45; 62;227;227;0,20264317;0,277533040;6;5; 8;7;4;gravel or sand;  1,021340418; 2,081534656
Bryophyta; 314; 45; 62;227;227;0,20264317;0,277533040;6;5; 8;7;4;artificial stone;  0,845361753; 2,081534656
Bryophyta; 314; 45; 62;227;227;0,20264317;0,277533040;6;5; 8;7;4;mineral soil;  1,439744875; 2,081534656
Bryophyta; 318; 64;164;227;227;0,28634361;0,726872247;6;5; 5;6;6;epiphytic on living wood;  9,271977492;11,323684453
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;gravel or sand; -1,769604492;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;peat; -1,914832450;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;rock, hard; -2,139598609;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;rock, soft; -2,034585155;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;artificial stone; -1,837063829;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;mineral soil; -1,610693246;-1,980149446
Bryophyta; 320;  8;  6;227;227;0,03964758;0,030837004;7;2; 6;7;4;soil on rock; -1,958582078;-1,980149446
Bryophyta; 332; 73; 45;227;227;0,32599119;0,202643172;7;2; 6;2;3;gravel or sand; -5,360337476;-5,497237351
Bryophyta; 332; 73; 45;227;227;0,32599119;0,202643172;7;2; 6;2;3;peat; -5,731807113;-5,497237351
Bryophyta; 332; 73; 45;227;227;0,32599119;0,202643172;7;2; 6;2;3;mineral soil; -4,954633090;-5,497237351
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;decorticated wood;  1,585956614; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;epiphytic on living wood;  0,313814467; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;gravel or sand;  2,015043193; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;peat;  1,759219966; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;rock, hard;  1,371096450; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;rock, soft;  1,551274084; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;mineral soil;  2,299677032; 1,149911606
Bryophyta; 333;194;205;227;227;0,85903084;0,907488987;4;3; 5;3;4;soil on rock;  1,682940090; 1,149911606
Bryophyta; 335; 29; 10;227;227;0,13215859;0,048458150;7;3; 6;3;4;mineral soil; -4,701816728;-5,069482737
Bryophyta; 336; 65; 43;227;227;0,29074890;0,193832599;7;6; 6;6;3;mineral soil; -4,256166365;-3,838282914
Bryophyta; 337;121;130;227;227;0,53744493;0,577092511;8;6; 5;6;5;mineral soil;  0,586929670; 0,332677197
Bryophyta; 339; 43; 49;227;227;0,19383260;0,220264317;7;4; 5;7;4;decorticated wood; -1,252026703;-1,056977963
Bryophyta; 339; 43; 49;227;227;0,19383260;0,220264317;7;4; 5;7;4;gravel or sand; -0,665373498;-1,056977963
Bryophyta; 339; 43; 49;227;227;0,19383260;0,220264317;7;4; 5;7;4;mineral soil; -0,280368693;-1,056977963
Bryophyta; 342;217;209;227;227;0,96035242;0,925110132;5;4; 4;4;5;decaying vegetation; -2,216437642;-3,111643723
Bryophyta; 342;217;209;227;227;0,96035242;0,925110132;5;4; 4;4;5;decorticated wood; -2,595484393;-3,111643723
Bryophyta; 342;217;209;227;227;0,96035242;0,925110132;5;4; 4;4;5;epiphytic on living wood; -3,837309487;-3,111643723
Bryophyta; 342;217;209;227;227;0,96035242;0,925110132;5;4; 4;4;5;rock, hard; -2,799422052;-3,111643723
Bryophyta; 346; 12;  6;227;227;0,05726872;0,030837004;7;2; 7;5;3;mineral soil; -2,640958170;-2,718009311
Bryophyta; 347;  5;  2;227;227;0,02643172;0,013215859;4;3; 4;3;4;decorticated wood; -2,284385308;-2,696108713
Bryophyta; 351;150;155;227;227;0,66519824;0,687224670;5;3; 4;3;3;decorticated wood; -0,668801437;-1,389879634
Bryophyta; 351;150;155;227;227;0,66519824;0,687224670;5;3; 4;3;3;epiphytic on living wood; -2,672745964;-1,389879634
Bryophyta; 352; 30; 21;227;227;0,13656388;0,096916300;5;2; 5;3;3;peat; -3,411857423;-4,015370108
Bryophyta; 352; 30; 21;227;227;0,13656388;0,096916300;5;2; 5;3;3;mineral soil; -2,863444803;-4,015370108
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;decorticated wood; -2,542830690;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;epiphytic on living wood; -4,405831111;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;gravel or sand; -1,936116745;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;peat; -2,296559332;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;rock, hard; -2,850671971;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;mineral soil; -1,539461038;-2,672509809
Bryophyta; 353;185;175;227;227;0,81938326;0,775330396;6;2; 5;3;3;soil on rock; -2,404765648;-2,672509809
Bryophyta; 355; 75;113;227;227;0,33480176;0,502202643;4;3; 4;3;3;decorticated wood;  2,972931635; 1,797663546
Bryophyta; 355; 75;113;227;227;0,33480176;0,502202643;4;3; 4;3;3;epiphytic on living wood;  0,818200269; 1,797663546
Bryophyta; 360; 43; 52;227;227;0,19383260;0,233480176;7;3; 4;7;6;gravel or sand; -0,195459843;-1,787517667
Bryophyta; 360; 43; 52;227;227;0,19383260;0,233480176;7;3; 4;7;6;mineral soil;  0,197513582;-1,787517667
Bryophyta; 360; 43; 52;227;227;0,19383260;0,233480176;7;3; 4;7;6;soil on rock; -0,657636933;-1,787517667
Bryophyta; 362; 27; 68;227;227;0,12334802;0,303964758;4;4; 4;8;6;rock, hard;  4,901595795; 3,501286348
Bryophyta; 362; 27; 68;227;227;0,12334802;0,303964758;4;4; 4;8;6;rock, soft;  5,194730598; 3,501286348
Bryophyta; 362; 27; 68;227;227;0,12334802;0,303964758;4;4; 4;8;6;artificial stone;  5,758030452; 3,501286348
Bryophyta; 362; 27; 68;227;227;0,12334802;0,303964758;4;4; 4;8;6;mineral soil;  6,423504131; 3,501286348
Bryophyta; 362; 27; 68;227;227;0,12334802;0,303964758;4;4; 4;8;6;soil on rock;  5,409609926; 3,501286348
Bryophyta; 364; 55; 87;227;227;0,24669604;0,387665198;5;4; 4;8;3;rock, hard;  2,032702942; 1,788855906
Bryophyta; 364; 55; 87;227;227;0,24669604;0,387665198;5;4; 4;8;3;artificial stone;  2,892616891; 1,788855906
Bryophyta; 365;  8; 28;227;227;0,03964758;0,127753304;4;5; 6;7;6;epiphytic on living wood;  2,762717120; 3,890341512
Bryophyta; 365;  8; 28;227;227;0,03964758;0,127753304;4;5; 6;7;6;rock, hard;  3,998711122; 3,890341512
Bryophyta; 365;  8; 28;227;227;0,03964758;0,127753304;4;5; 6;7;6;artificial stone;  4,624188871; 3,890341512
Bryophyta; 367; 49; 32;227;227;0,22026432;0,145374449;5;4; 8;8;5;gravel or sand; -4,167037307;-3,928240475
Bryophyta; 367; 49; 32;227;227;0,22026432;0,145374449;5;4; 8;8;5;rock, soft; -4,748261045;-3,928240475
Bryophyta; 367; 49; 32;227;227;0,22026432;0,145374449;5;4; 8;8;5;artificial stone; -4,314935694;-3,928240475
Bryophyta; 367; 49; 32;227;227;0,22026432;0,145374449;5;4; 8;8;5;mineral soil; -3,818835692;-3,928240475
Bryophyta; 367; 49; 32;227;227;0,22026432;0,145374449;5;4; 8;8;5;soil on rock; -4,581475907;-3,928240475
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;gravel or sand;  2,635009880; 0,197044269
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;rock, hard;  1,684681087; 0,197044269
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;rock, soft;  1,950757288; 0,197044269
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;artificial stone;  2,459025197; 0,197044269
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;mineral soil;  3,054533073; 0,197044269
Bryophyta; 368; 34; 59;227;227;0,15418502;0,264317181;6;4; 3;8;7;soil on rock;  2,145109048; 0,197044269
Bryophyta; 383; 17;  4;227;227;0,07929515;0,022026432;5;2; 6;3;3;gravel or sand; -4,251054907;-4,593132678
Bryophyta; 383; 17;  4;227;227;0,07929515;0,022026432;5;2; 6;3;3;mineral soil; -4,072688517;-4,593132678
Bryophyta; 383; 17;  4;227;227;0,07929515;0,022026432;5;2; 6;3;3;soil on rock; -4,465957316;-4,593132678
Bryophyta; 384;  5;  4;227;227;0,02643172;0,022026432;6;2; 6;3;2;mineral soil; -1,257830864;-1,490702907
Bryophyta; 386;  9;  7;227;227;0,04405286;0,035242291;7;3; 5;4;4;mineral soil; -1,609574399;-2,102059746
Bryophyta; 386;  9;  7;227;227;0,04405286;0,035242291;7;3; 5;4;4;soil on rock; -1,981591344;-2,102059746
Bryophyta; 390; 56; 88;227;227;0,25110132;0,392070485;7;6;10;7;4;gravel or sand;  3,069666143; 6,023612052
Bryophyta; 390; 56; 88;227;227;0,25110132;0,392070485;7;6;10;7;4;mineral soil;  3,536660559; 6,023612052
Bryophyta; 391; 10; 12;227;227;0,04845815;0,057268722;9;3; 8;7;3;gravel or sand; -0,708410863; 0,044543818
Bryophyta; 391; 10; 12;227;227;0,04845815;0,057268722;9;3; 8;7;3;mineral soil; -0,498331266; 0,044543818
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;gravel or sand; -2,461592414;-3,831243814
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;rock, hard; -3,111964211;-3,831243814
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;rock, soft; -2,927702618;-3,831243814
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;artificial stone; -2,580417185;-3,831243814
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;mineral soil; -2,181233076;-3,831243814
Bryophyta; 395; 26; 21;227;227;0,11894273;0,096916300;6;2; 4;8;5;soil on rock; -2,794183110;-3,831243814
Bryophyta; 405; 16; 10;227;227;0,07488987;0,048458150;7;5; 8;5;5;mineral soil; -2,531092782;-2,246327265
Bryophyta; 409;  7;  3;227;227;0,03524229;0,017621145;2;3; 7;9;7;rock, hard; -2,693511987;-3,007264748
Bryophyta; 409;  7;  3;227;227;0,03524229;0,017621145;2;3; 7;9;7;rock, soft; -2,606883815;-3,007264748
Bryophyta; 409;  7;  3;227;227;0,03524229;0,017621145;2;3; 7;9;7;artificial stone; -2,444963015;-3,007264748
Bryophyta; 409;  7;  3;227;227;0,03524229;0,017621145;2;3; 7;9;7;mineral soil; -2,261091866;-3,007264748
Bryophyta; 421; 85;178;227;227;0,37885463;0,788546256;4;5; 6;6;6;rock, hard;  9,920155085; 9,953223883
Bryophyta; 421; 85;178;227;227;0,37885463;0,788546256;4;5; 6;6;6;rock, soft; 10,238828389; 9,953223883
