phylum;taxon_id_parent;n_hok_1980-1999;n_hok_2000-2019;n_hok_tot_1980-1999;n_hok_tot_2000-2019;prop_baseline;prop_2000_2019;ell_l;ell_n;ell_f;ell_r;ell_t;substrate;residuals_model_substrate;residuals_model_ellenberg
Bryophyta; 421; 85;178;227;227;0,37885463;0,788546256;4;5; 6;6;6;mineral soil; 11,593876039; 9,953223883
Bryophyta; 421; 85;178;227;227;0,37885463;0,788546256;4;5; 6;6;6;soil on rock; 10,473578705; 9,953223883
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;gravel or sand; -2,282136908;-2,113866997
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;peat; -2,520452229;-2,113866997
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;rock, hard; -2,888341731;-2,113866997
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;rock, soft; -2,716599654;-2,113866997
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;artificial stone; -2,392896894;-2,113866997
Bryophyta; 423; 22; 18;227;227;0,10132159;0,083700441;7;2; 7;6;3;mineral soil; -2,020797428;-2,113866997
Bryophyta; 425;106;124;227;227;0,47136564;0,550660793;4;5; 5;5;7;mineral soil;  1,615227029;-0,699596626
Bryophyta; 425;106;124;227;227;0,47136564;0,550660793;4;5; 5;5;7;soil on rock;  0,599543549;-0,699596626
Bryophyta; 427;  6;  9;227;227;0,03083700;0,044052863;5;7; 9;7;6;rock, hard; -0,490208087; 0,431608694
Bryophyta; 427;  6;  9;227;227;0,03083700;0,044052863;5;7; 9;7;6;artificial stone; -0,149348293; 0,431608694
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;gravel or sand; -2,479313439;-3,406553460
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;rock, hard; -3,075661262;-3,406553460
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;rock, soft; -2,906592629;-3,406553460
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;artificial stone; -2,588183842;-3,406553460
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;mineral soil; -2,222594058;-3,406553460
Bryophyta; 429; 22; 17;227;227;0,10132159;0,079295154;7;2; 4;7;4;soil on rock; -2,784137419;-3,406553460
Bryophyta; 430;  9; 12;227;227;0,04405286;0,057268722;4;5; 5;5;5;mineral soil; -0,156933344;-1,033746027
Bryophyta; 431; 14; 16;227;227;0,06607930;0,074889868;1;4; 5;7;4;rock, hard; -1,442014680;-2,111418194
Bryophyta; 431; 14; 16;227;227;0,06607930;0,074889868;1;4; 5;7;4;rock, soft; -1,285792344;-2,111418194
Bryophyta; 439; 99;102;227;227;0,44052863;0,453744493;4;5; 5;7;4;rock, hard; -1,979570939;-1,913573952
Bryophyta; 439; 99;102;227;227;0,44052863;0,453744493;4;5; 5;7;4;mineral soil; -0,445282276;-1,913573952
Bryophyta; 440; 40; 40;227;227;0,18061674;0,180616740;3;6; 5;7;5;mineral soil; -1,242899793;-2,677229725
Bryophyta; 440; 40; 40;227;227;0,18061674;0,180616740;3;6; 5;7;5;soil on rock; -2,025883932;-2,677229725
Bryophyta; 442; 10; 10;227;227;0,04845815;0,048458150;6;5;12;6;5;epiphytic on living wood; -2,470727615;-0,007636691
Bryophyta; 442; 10; 10;227;227;0,04845815;0,048458150;6;5;12;6;5;rock, hard; -1,700313158;-0,007636691
Bryophyta; 442; 10; 10;227;227;0,04845815;0,048458150;6;5;12;6;5;artificial stone; -1,331777045;-0,007636691
Bryophyta; 454;172;186;227;227;0,76211454;0,823788546;7;7; 5;6;6;gravel or sand;  1,798504850; 1,781610555
Bryophyta; 454;172;186;227;227;0,76211454;0,823788546;7;7; 5;6;6;artificial stone;  1,645268228; 1,781610555
Bryophyta; 454;172;186;227;227;0,76211454;0,823788546;7;7; 5;6;6;mineral soil;  2,163460393; 1,781610555
Bryophyta; 454;172;186;227;227;0,76211454;0,823788546;7;7; 5;6;6;soil on rock;  1,371717739; 1,781610555
Bryophyta; 472;201;207;227;227;0,88986784;0,916299559;8;4; 1;8;5;rock, hard;  0,682042854;-0,103301925
Bryophyta; 472;201;207;227;227;0,88986784;0,916299559;8;4; 1;8;5;artificial stone;  1,179375219;-0,103301925
Bryophyta; 480; 17; 18;227;227;0,07929515;0,083700441;8;2; 3;8;4;gravel or sand; -1,201959527;-2,267352432
Bryophyta; 480; 17; 18;227;227;0,07929515;0,083700441;8;2; 3;8;4;mineral soil; -0,947100177;-2,267352432
Bryophyta; 480; 17; 18;227;227;0,07929515;0,083700441;8;2; 3;8;4;soil on rock; -1,503024210;-2,267352432
Bryophyta; 481;121;146;227;227;0,53744493;0,647577093;7;4; 3;7;3;epiphytic on living wood; -0,468677531; 1,116305164
Bryophyta; 481;121;146;227;227;0,53744493;0,647577093;7;4; 3;7;3;rock, hard;  1,236424932; 1,116305164
Bryophyta; 481;121;146;227;227;0,53744493;0,647577093;7;4; 3;7;3;rock, soft;  1,525661688; 1,116305164
Bryophyta; 481;121;146;227;227;0,53744493;0,647577093;7;4; 3;7;3;artificial stone;  2,077518560; 1,116305164
Bryophyta; 488; 25; 26;227;227;0,11453744;0,118942731;6;4; 9;7;3;rock, hard; -2,029003689;-0,255391245
Bryophyta; 488; 25; 26;227;227;0,11453744;0,118942731;6;4; 9;7;3;artificial stone; -1,464402150;-0,255391245
Bryophyta; 493;  5; 22;227;227;0,02643172;0,101321586;6;2; 5;4;3;gravel or sand;  5,166933966; 4,355279661
Bryophyta; 493;  5; 22;227;227;0,02643172;0,101321586;6;2; 5;4;3;peat;  4,879663755; 4,355279661
Bryophyta; 493;  5; 22;227;227;0,02643172;0,101321586;6;2; 5;4;3;mineral soil;  5,489219939; 4,355279661
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;decorticated wood;  1,884419356; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;epiphytic on living wood;  1,512931346; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;gravel or sand;  2,016049319; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;rock, hard;  1,819686249; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;artificial stone;  1,979129671; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;mineral soil;  2,105062163; 1,733727236
Bryophyta; 501;222;226;227;227;0,98237885;1,000000000;6;4; 4;4;6;soil on rock;  1,913898019; 1,733727236
Bryophyta; 502;  6;  2;227;227;0,03083700;0,013215859;8;1; 7;1;3;peat; -2,531960177;-2,371991503
Bryophyta; 502;  6;  2;227;227;0,03083700;0,013215859;8;1; 7;1;3;mineral soil; -2,312428203;-2,371991503
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;decaying vegetation;  7,931852001; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;decorticated wood;  7,224425753; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;epiphytic on living wood;  5,066595189; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;gravel or sand;  7,972441659; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;peat;  7,525275899; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;rock, hard;  6,853626980; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;mineral soil;  8,474048479; 6,933957348
Bryophyta; 503; 87;157;227;227;0,38766520;0,696035242;6;2; 5;2;3;soil on rock;  7,392624482; 6,933957348
Bryophyta; 509; 16; 61;227;227;0,07488987;0,273127753;4;5; 6;6;4;epiphytic on living wood;  5,768457406; 8,009348043
Bryophyta; 509; 16; 61;227;227;0,07488987;0,273127753;4;5; 6;6;4;rock, hard;  7,529683444; 8,009348043
Bryophyta; 511; 27;113;227;227;0,12334802;0,502202643;4;3; 6;4;4;decorticated wood; 13,222040469;12,665410429
Bryophyta; 511; 27;113;227;227;0,12334802;0,502202643;4;3; 6;4;4;epiphytic on living wood; 10,503513623;12,665410429
Bryophyta; 511; 27;113;227;227;0,12334802;0,502202643;4;3; 6;4;4;rock, hard; 12,749122864;12,665410429
Bryophyta; 543;103; 85;227;227;0,45814978;0,378854626;7;7; 6;6;6;peat; -4,084642305;-3,217535963
Bryophyta; 543;103; 85;227;227;0,45814978;0,378854626;7;7; 6;6;6;artificial stone; -3,857940421;-3,217535963
Bryophyta; 543;103; 85;227;227;0,45814978;0,378854626;7;7; 6;6;6;mineral soil; -3,196099623;-3,217535963
Bryophyta; 545;184;141;227;227;0,81497797;0,625550661;6;7; 9;7;7;decorticated wood; -8,379208525;-5,846553846
Bryophyta; 545;184;141;227;227;0,81497797;0,625550661;6;7; 9;7;7;epiphytic on living wood;-10,860487719;-5,846553846
Bryophyta; 545;184;141;227;227;0,81497797;0,625550661;6;7; 9;7;7;rock, hard; -8,782223254;-5,846553846
Bryophyta; 545;184;141;227;227;0,81497797;0,625550661;6;7; 9;7;7;artificial stone; -7,809410614;-5,846553846
Bryophyta; 545;184;141;227;227;0,81497797;0,625550661;6;7; 9;7;7;mineral soil; -7,085785823;-5,846553846
Bryophyta; 550; 69; 79;227;227;0,30837004;0,352422907;6;6; 5;7;5;decorticated wood; -0,822382171;-0,571288441
Bryophyta; 550; 69; 79;227;227;0,30837004;0,352422907;6;6; 5;7;5;epiphytic on living wood; -2,875950372;-0,571288441
Bryophyta; 550; 69; 79;227;227;0,30837004;0,352422907;6;6; 5;7;5;artificial stone; -0,332494164;-0,571288441
Bryophyta; 552; 60; 94;227;227;0,26872247;0,418502203;5;2; 6;2;3;decaying vegetation;  3,253555290; 2,519444035
Bryophyta; 552; 60; 94;227;227;0,26872247;0,418502203;5;2; 6;2;3;decorticated wood;  2,578216442; 2,519444035
Bryophyta; 552; 60; 94;227;227;0,26872247;0,418502203;5;2; 6;2;3;peat;  2,866473926; 2,519444035
Bryophyta; 552; 60; 94;227;227;0,26872247;0,418502203;5;2; 6;2;3;mineral soil;  3,765490496; 2,519444035
Bryophyta; 555;  5; 17;227;227;0,02643172;0,079295154;6;4; 4;7;5;epiphytic on living wood;  1,769822659; 2,356919823
Bryophyta; 555;  5; 17;227;227;0,02643172;0,079295154;6;4; 4;7;5;rock, hard;  2,743373410; 2,356919823
Bryophyta; 555;  5; 17;227;227;0,02643172;0,079295154;6;4; 4;7;5;artificial stone;  3,233973872; 2,356919823
Bryophyta; 595; 10; 13;227;227;0,04845815;0,061674009;8;5; 3;7;6;mineral soil; -0,220505324;-1,225687090
Bryophyta; 595; 10; 13;227;227;0,04845815;0,061674009;8;5; 3;7;6;soil on rock; -0,694258884;-1,225687090
Bryophyta; 602; 11;  7;227;227;0,05286344;0,035242291;8;5; 8;5;7;mineral soil; -2,144170147;-2,015442629
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;decorticated wood; -0,108405439;-0,185390501
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;epiphytic on living wood; -1,377787729;-0,185390501
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;gravel or sand;  0,312220489;-0,185390501
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;peat;  0,061887371;-0,185390501
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;rock, hard; -0,320431791;-0,185390501
Bryophyta; 606;204;205;227;227;0,90308370;0,907488987;4;4; 5;4;3;mineral soil;  0,589223826;-0,185390501
Bryophyta; 607; 11; 10;227;227;0,05286344;0,048458150;3;4; 6;7;3;rock, hard; -1,996935735;-1,934306529
Bryophyta; 607; 11; 10;227;227;0,05286344;0,048458150;3;4; 6;7;3;rock, soft; -1,867719818;-1,934306529
Bryophyta; 607; 11; 10;227;227;0,05286344;0,048458150;3;4; 6;7;3;mineral soil; -1,343472031;-1,934306529
Bryophyta; 608;  7;  6;227;227;0,03524229;0,030837004;2;4; 6;7;3;rock, hard; -1,807995707;-1,870820744
Bryophyta; 608;  7;  6;227;227;0,03524229;0,030837004;2;4; 6;7;3;rock, soft; -1,705415598;-1,870820744
Bryophyta; 608;  7;  6;227;227;0,03524229;0,030837004;2;4; 6;7;3;artificial stone; -1,512161561;-1,870820744
Bryophyta; 608;  7;  6;227;227;0,03524229;0,030837004;2;4; 6;7;3;mineral soil; -1,290165408;-1,870820744
Bryophyta; 608;  7;  6;227;227;0,03524229;0,030837004;2;4; 6;7;3;soil on rock; -1,631102994;-1,870820744
Bryophyta; 620;  9; 15;227;227;0,04405286;0,070484581;5;4; 4;7;3;epiphytic on living wood; -0,935636430;-0,240529034
Bryophyta; 620;  9; 15;227;227;0,04405286;0,070484581;5;4; 4;7;3;rock, hard; -0,049852622;-0,240529034
Bryophyta; 620;  9; 15;227;227;0,04405286;0,070484581;5;4; 4;7;3;artificial stone;  0,383565254;-0,240529034
Bryophyta; 620;  9; 15;227;227;0,04405286;0,070484581;5;4; 4;7;3;mineral soil;  0,714651289;-0,240529034
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;decorticated wood; -0,431900118;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;epiphytic on living wood; -2,521271188;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;gravel or sand;  0,259310791;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;peat; -0,151991407;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;rock, hard; -0,780535205;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;rock, soft; -0,488061645;-0,957441320
Bryophyta; 633;131;140;227;227;0,58149780;0,621145374;4;4; 5;3;4;mineral soil;  0,714200020;-0,957441320
Bryophyta; 638;188;221;227;227;0,83259912;0,977973568;6;5; 4;6;4;epiphytic on living wood;  4,381810861; 5,291086708
Bryophyta; 639;137;165;227;227;0,60792952;0,731277533;8;4; 2;8;3;rock, hard;  1,994478281; 1,667448634
Bryophyta; 639;137;165;227;227;0,60792952;0,731277533;8;4; 2;8;3;artificial stone;  2,783860145; 1,667448634
Bryophyta; 641; 10; 13;227;227;0,04845815;0,061674009;7;4; 4;8;3;rock, hard; -0,937298190;-0,834997095
Bryophyta; 641; 10; 13;227;227;0,04845815;0,061674009;7;4; 4;8;3;artificial stone; -0,529793507;-0,834997095
Bryophyta; 642;202;210;227;227;0,89427313;0,929515419;7;5; 3;7;6;decorticated wood;  1,368366205; 0,874843250
Bryophyta; 642;202;210;227;227;0,89427313;0,929515419;7;5; 3;7;6;epiphytic on living wood;  0,237153449; 0,874843250
Bryophyta; 642;202;210;227;227;0,89427313;0,929515419;7;5; 3;7;6;rock, hard;  1,177367165; 0,874843250
Bryophyta; 642;202;210;227;227;0,89427313;0,929515419;7;5; 3;7;6;artificial stone;  1,643677852; 0,874843250
Bryophyta; 644;105;181;227;227;0,46696035;0,801762115;6;4; 4;6;4;epiphytic on living wood;  6,145144281; 7,630354544
Bryophyta; 645; 18; 54;227;227;0,08370044;0,242290749;6;5; 4;7;3;epiphytic on living wood;  3,630154366; 5,460563666
Bryophyta; 646; 24; 32;227;227;0,11013216;0,145374449;6;4; 4;6;3;epiphytic on living wood; -1,981752738;-0,745089412
Bryophyta; 648; 35;138;227;227;0,15859031;0,612334802;6;4; 5;6;6;epiphytic on living wood; 11,830479842;13,752794931
Bryophyta; 649; 27; 24;227;227;0,12334802;0,110132159;6;5; 4;6;5;epiphytic on living wood; -3,934784048;-2,962000453
Bryophyta; 656; 30; 58;227;227;0,13656388;0,259911894;6;4; 4;6;3;epiphytic on living wood;  0,849629744; 2,413138716
Bryophyta; 658; 43; 91;227;227;0,19383260;0,405286344;6;4; 4;6;4;epiphytic on living wood;  2,995505514; 4,533249205
Bryophyta; 659; 75;152;227;227;0,33480176;0,674008811;6;4; 4;6;5;epiphytic on living wood;  6,004159354; 7,338017815
Bryophyta; 660; 52;133;227;227;0,23348018;0,590308370;6;5; 4;6;6;epiphytic on living wood;  7,160471014; 8,551476201
Bryophyta; 662; 92; 84;227;227;0,40969163;0,374449339;7;6; 8;7;4;mineral soil; -1,982326018;-0,660157893
Bryophyta; 672;139;128;227;227;0,61674009;0,568281938;6;4; 6;6;4;decorticated wood; -3,102594737;-2,477313228
Bryophyta; 672;139;128;227;227;0,61674009;0,568281938;6;4; 6;6;4;gravel or sand; -2,385790560;-2,477313228
Bryophyta; 672;139;128;227;227;0,61674009;0,568281938;6;4; 6;6;4;mineral soil; -1,917279735;-2,477313228
Bryophyta; 672;139;128;227;227;0,61674009;0,568281938;6;4; 6;6;4;soil on rock; -2,939458150;-2,477313228
Bryophyta; 673; 17; 12;227;227;0,07929515;0,057268722;6;5; 6;7;3;decorticated wood; -2,851026104;-2,373500322
Bryophyta; 673; 17; 12;227;227;0,07929515;0,057268722;6;5; 6;7;3;epiphytic on living wood; -3,921153316;-2,373500322
Bryophyta; 673; 17; 12;227;227;0,07929515;0,057268722;6;5; 6;7;3;rock, hard; -3,025906523;-2,373500322
Bryophyta; 673; 17; 12;227;227;0,07929515;0,057268722;6;5; 6;7;3;artificial stone; -2,602998641;-2,373500322
Bryophyta; 673; 17; 12;227;227;0,07929515;0,057268722;6;5; 6;7;3;mineral soil; -2,286638037;-2,373500322
Bryophyta; 674; 10; 15;227;227;0,04845815;0,070484581;6;4; 9;6;2;mineral soil;  0,335146560; 1,056947109
Bryophyta; 675; 24; 31;227;227;0,11013216;0,140969163;7;3; 8;5;2;mineral soil;  0,141522850; 0,805515471
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;epiphytic on living wood; -1,044183656; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;gravel or sand;  1,106844203; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;rock, hard;  0,298650615; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;rock, soft;  0,525507906; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;artificial stone;  0,957609440; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;mineral soil;  1,461827484; 1,322992299
Bryophyta; 677; 25; 39;227;227;0,11453744;0,176211454;5;4; 7;6;3;soil on rock;  0,690927726; 1,322992299
Bryophyta; 678;137;154;227;227;0,60792952;0,682819383;5;5; 6;6;3;decorticated wood;  0,783339316; 1,618811575
Bryophyta; 678;137;154;227;227;0,60792952;0,682819383;5;5; 6;6;3;epiphytic on living wood; -1,214131604; 1,618811575
Bryophyta; 678;137;154;227;227;0,60792952;0,682819383;5;5; 6;6;3;rock, hard;  0,448363787; 1,618811575
Bryophyta; 678;137;154;227;227;0,60792952;0,682819383;5;5; 6;6;3;mineral soil;  1,889316980; 1,618811575
Bryophyta; 682; 25; 28;227;227;0,11453744;0,127753304;5;2; 6;6;2;rock, hard; -1,670903027;-1,328046720
Bryophyta; 683;111;118;227;227;0,49339207;0,524229075;3;5; 5;3;3;decaying vegetation; -0,298326271;-1,261178129
Bryophyta; 683;111;118;227;227;0,49339207;0,524229075;3;5; 5;3;3;decorticated wood; -0,971074624;-1,261178129
Bryophyta; 683;111;118;227;227;0,49339207;0,524229075;3;5; 5;3;3;epiphytic on living wood; -3,126973235;-1,261178129
Bryophyta; 683;111;118;227;227;0,49339207;0,524229075;3;5; 5;3;3;mineral soil;  0,206999526;-1,261178129
Bryophyta; 685; 95;112;227;227;0,42290749;0,497797357;3;4; 5;3;3;decorticated wood;  0,205816376;-0,387352119
Bryophyta; 685; 95;112;227;227;0,42290749;0,497797357;3;4; 5;3;3;epiphytic on living wood; -1,935480368;-0,387352119
Bryophyta; 685; 95;112;227;227;0,42290749;0,497797357;3;4; 5;3;3;mineral soil;  1,385976732;-0,387352119
Bryophyta; 686; 22; 13;227;227;0,10132159;0,061674009;2;5; 8;5;3;decaying vegetation; -3,287597486;-3,153945795
Bryophyta; 686; 22; 13;227;227;0,10132159;0,061674009;2;5; 8;5;3;decorticated wood; -3,636307955;-3,153945795
Bryophyta; 686; 22; 13;227;227;0,10132159;0,061674009;2;5; 8;5;3;epiphytic on living wood; -4,795280688;-3,153945795
Bryophyta; 687;127; 95;227;227;0,56387665;0,422907489;3;5; 6;5;3;decorticated wood; -6,086115761;-5,784194776
Bryophyta; 687;127; 95;227;227;0,56387665;0,422907489;3;5; 6;5;3;epiphytic on living wood; -8,432462778;-5,784194776
Bryophyta; 687;127; 95;227;227;0,56387665;0,422907489;3;5; 6;5;3;mineral soil; -4,847226678;-5,784194776
