id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
377	disticap	Recht visgraatjesmos	Distichium capillaceum (Hedw.) Bruch & Schimp.	INBSYS0000000589	Mossen	2675901	Distichium capillaceum Bruch & W.P.Schimper, 1846	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Distichium	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
378	distiinc	Krom visgraatjesmos	Distichium inclinatum (Hedw.) Bruch & Schimp.	INBSYS0000000590	Mossen	2673118	Distichium inclinatum Bruch & W.P.Schimper, 1846	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Distichium	Bryopsida	100	FALSE	DOUBTFUL	Ditrichaceae
379	ditry-sp	Smaltandmos (G)	Ditrichum	NBNSYS0000132564	Mossen	2675742	Ditrichum Timm ex Hampe	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	94	FALSE	ACCEPTED	Ditrichaceae
380	ditrycyl		Ditrichum cylindricum (Hedw.) Grout	NBNSYS0000036159	Mossen	5838508	Ditrichum cylindricum (Hedw.) Grout	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Trichodon	Bryopsida	100	TRUE	SYNONYM	Ditrichaceae
381	ditryfle	Kalksmaltandmos	Ditrichum flexicaule (Schwägr.) Hampe s.s.	INBSYS0000035008	Mossen	5282360	Ditrichum flexicaule Hampe, 1867	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
382	ditrygra	Groot smaltandmos	Ditrichum gracile (Mitt.) Kuntze	NBNSYS0100002871	Mossen	5282336	Ditrichum gracile Kuntze, 1891	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
383	ditryhet	Gebogen smaltandmos	Ditrichum heteromallum (Hedw.) E.Britton	NHMSYS0000309797	Mossen	5282385	Ditrichum heteromallum Britton, 1913	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
384	ditrylin	Kort smaltandmos	Ditrichum lineare (Sw.) Lindb.	NBNSYS0000036166	Mossen	5282343	Ditrichum lineare Lindberg, 1871	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
385	ditrypal	Geel smaltandmos	Ditrichum pallidum (Hedw.) Hampe	INBSYS0000000601	Mossen	5282337	Ditrichum pallidum Hampe, 1867	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
386	ditrypus	Klein smaltandmos	Ditrichum pusillum (Hedw.) Hampe	NBNSYS0000036165	Mossen	5282341	Ditrichum pusillum Hampe, 1867	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
387	douin-sp	Wasmos (G)	Douinia	NBNSYS0000132609	Mossen	2689234	Douinia (C.E.O.Jensen) H.Buch	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Douinia	Jungermanniopsida	94	FALSE	ACCEPTED	Scapaniaceae
388	douinova	Wasmos	Douinia ovata (Dicks.) H.Buch	NHMSYS0000309803	Mossen	2689235	Douinia ovata (Dicks.) H.Buch	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Douinia	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
389	drepa-sp	Sikkelmos p.p. (G)	Drepanocladus	NBNSYS0000132621	Mossen	5283595	Drepanocladus (C.Müller Hal.) G.Roth, 1899	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
390	drepaadu	Moerassikkelmos	Drepanocladus aduncus (Hedw.) Warnst. s.l.	NBNSYS0000036817	Mossen	5283604	Drepanocladus aduncus Warnstorf, 1903	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
391	drepapol	Goudsikkelmos	Drepanocladus polygamus (Schimp.) Hedenäs s.l.	INBSYS0000000682	Mossen	5838224	Drepanocladus polygamus (Schimp.) Hedenäs	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
392	drepasen	Gekruld sikkelmos	Drepanocladus sendtneri (Schimp. ex H.Müll.) Warnst.	INBSYS0000000678	Mossen	5283599	Drepanocladus sendtneri Warnstorf, 1903	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
393	encal-sp	Klokhoedje (G)	Encalypta	NBNSYS0000132805	Mossen	2670399	Encalypta Hedw.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Encalypta	Bryopsida	92	FALSE	ACCEPTED	Encalyptaceae
394	encalcil	Franjeklokhoedje	Encalypta ciliata Hedw.	NBNSYS0000036293	Mossen	5280166	Encalypta ciliata Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Encalypta	Bryopsida	100	FALSE	DOUBTFUL	Encalyptaceae
395	encalstr	Groot klokhoedje	Encalypta streptocarpa Hedw.	NBNSYS0000036296	Mossen	5280149	Encalypta streptocarpa Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Encalypta	Bryopsida	100	FALSE	ACCEPTED	Encalyptaceae
396	encalvul	Klein klokhoedje	Encalypta vulgaris Hedw.	NBNSYS0000036292	Mossen	5280176	Encalypta vulgaris Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Encalypta	Bryopsida	100	FALSE	ACCEPTED	Encalyptaceae
397	entod-sp	Cilindermos (G)	Entodon	NBNSYS0000132851	Mossen	2672890	Entodon Müll.Hal.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Entodon	Bryopsida	92	FALSE	ACCEPTED	Entodontaceae
398	entodcon	Cilindermos	Entodon concinnus (De Not.) Paris	NBNSYS0000036906	Mossen	5283863	Entodon concinnus Paris, 1904	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Entodon	Bryopsida	100	FALSE	ACCEPTED	Entodontaceae
399	entos-sp	Lentemos (G)	Entosthodon	INBSYS0000000813	Mossen	2674028	Entosthodon Schwägr.	GENUS	Funariales	EXACT	Bryophyta	Plantae	Entosthodon	Bryopsida	94	FALSE	ACCEPTED	Funariaceae
400	entosfas	Kleilentemos	Entosthodon fascicularis (Hedw.) Müll.Hal	INBSYS0000000618	Mossen	8369200	Entosthodon fascicularis (Hedw.) Müll.Hal.	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Entosthodon	Bryopsida	100	FALSE	DOUBTFUL	Funariaceae
401	entosobt	Heidelentemos	Entosthodon obtusus (Hedw.) Lindb.	NBNSYS0000146846	Mossen	2674037	Entosthodon obtusus Lindberg, 1865	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Entosthodon	Bryopsida	100	FALSE	ACCEPTED	Funariaceae
402	ephem-sp	Eendagsmos (G)	Ephemerum	NBNSYS0000132872	Mossen	2673112	Ephemerum	GENUS	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	92	FALSE	ACCEPTED	Ephemeraceae
403	ephemcoh	Recht eendagsmos	Ephemerum cohaerens (Hedw.) Hampe	NBNSYS0000036525	Mossen	5281548	Ephemerum cohaerens Hampe, 1837	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	ACCEPTED	Ephemeraceae
404	ephemrec	Kalkeendagsmos	Ephemerum recurvifolium (Dicks.) Boulay	INBSYS0000000572	Mossen	5281536	Ephemerum recurvifolium Boulay, 1872	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	ACCEPTED	Ephemeraceae
405	ephemser	Ongenerfd eendagsmos	Ephemerum serratum (Hedw.) Hampe	NBNSYS0000036530	Mossen	5281545	Ephemerum serratum Hampe, 1837	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	ACCEPTED	Ephemeraceae
406	ephemses	Zittend eendagsmos	Ephemerum sessile (Bruch) Müll.Hal.	INBSYS0000000564	Mossen	5281537	Ephemerum sessile (Bruch) Müll.Hal.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	DOUBTFUL	Pottiaceae
407	ephemste	Sterretjeseendagsmos	Ephemerum stellatum H.Philib.	NHMSYS0000309838	Mossen	5281546	Ephemerum stellatum Philibert, 1879	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	ACCEPTED	Ephemeraceae
408	eucla-sp	Tufmos (G)	Eucladium	NBNSYS0000133031	Mossen	2671129	Eucladium Bruch & Schimp.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Eucladium	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
409	euclaver	Tufmos	Eucladium verticillatum (With.) Bruch & Schimp.	INBSYS0000000726	Mossen	2671130	Eucladium verticillatum Bruch & W.P.Schimper, 1846	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Eucladium	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
410	eurhy-sp	Snavelmos p.p. (G)	Eurhynchium	NBNSYS0000133109	Mossen	2673063	Eurhynchium Bruch & Schimp.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
411	eurhyang	Grof snavelmos	Eurhynchium angustirete (Broth.) T.J.Kop.	INBSYS0000000560	Mossen	2680225	Eurhynchium angustirete T.Koponen, 1967	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
412	eurhycas		Eurhynchium crassinervium (Wils.) Schimp.	NBNSYS0000147173	Mossen	2680220	Eurhynchium crassinervium W.P.Schimper, 1854	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
413			Eurhynchium flotowianum (Sendtn.) Kartt.	INBSYS0000001051	Mossen	2680260	Eurhynchium flotowianum Karttunen, 1990	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
414	eurhyhia		Eurhynchium hians (Hedw.) Sande Lac.	NHMSYS0000309849	Mossen	2680261	Eurhynchium hians Sande Lacoste, 1866	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
415	eurhypra	Fijn laddermos	Eurhynchium praelongum (Hedw.) Schimp.	INBSYS0000001091	Mossen	2680229	Eurhynchium praelongum W.P.Schimper, 1854	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
416			Eurhynchium pulchellum (Hedw.) Jenn.	NBNSYS0000036887	Mossen	2680213	Eurhynchium pulchellum Jennings, 1913	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
417	eurhypum	Klein snavelmos	Eurhynchium pumilum (Wils.) Schimp.	NBNSYS0000036890	Mossen	2680250	Eurhynchium pumilum W.P.Schimper, 1856	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
418	eurhysch		Eurhynchium schleicheri (R. Hedw.) Jur.	INBSYS0000011584	Mossen	8329711	Eurhynchium schleicheri (R.Hedw.) Jur.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Oxyrrhynchium	Bryopsida	100	TRUE	SYNONYM	Brachytheciaceae
419	eurhyspe		Eurhynchium speciosum (Brid.) Jur.	NBNSYS0000036898	Mossen	2680242	Eurhynchium speciosum Juratzka, 1863	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
420	eurhystl	Geplooid palmpjesmos	Eurhynchium striatulum (Spruce) Schimp.	INBSYS0000001079	Mossen	2680256	Eurhynchium striatulum W.P.Schimper, 1854	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
421	eurhystr	Geplooid snavelmos	Eurhynchium striatum (Hedw.) Schimp.	NBNSYS0000036884	Mossen	2680247	Eurhynchium striatum W.P.Schimper, 1856	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Eurhynchium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
422	fissi-sp	Vedermos (G)	Fissidens	NBNSYS0000133232	Mossen	2673216	Fissidens Hedwig, 1801	GENUS	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	94	FALSE	ACCEPTED	Fissidentaceae
423	fissiadi	Groot vedermos	Fissidens adianthoides Hedw.	NBNSYS0000036287	Mossen	5281267	Fissidens adianthoides Hedwig, 1801	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
424	fissiarn	Klein riviervedermos	Fissidens arnoldii R.Ruthe	INBSYS0000000773	Mossen	5283357	Fissidens arnoldii Ruthe, 1870	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
425	fissibry	Gezoomd vedermos	Fissidens bryoides Hedw.	NBNSYS0000036273	Mossen	5283004	Fissidens bryoides Hedwig, 1801	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
426	fissicel	Dicht vedermos	Fissidens celticus Paton	NBNSYS0000036281	Mossen	5283001	Fissidens celticus Paton, 1965	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
427	fissicra	Gewoon riviervedermos	Fissidens crassipes Wilson ex Bruch & Schimp.	INBSYS0000000801	Mossen	5283046	Fissidens crassipes Wilson ex Bruch & W.P.Schimper, 1849	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
428	fissicur	Viltvedermos	Fissidens curnovii Mitt.	NBNSYS0000036274	Mossen	7459598	Fissidens curnovii Mitt.	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
429	fissidub	Kalkvedermos	Fissidens dubius P.Beauv.	NBNSYS0000147421	Mossen	5283321	Fissidens dubius Palisot de Beauvois, 1805	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
430	fissiexi	Dwergvedermos	Fissidens exilis Hedw.	NBNSYS0000036280	Mossen	5283214	Fissidens exilis Hedwig, 1801	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
431	fissigra	Steenvedermos	Fissidens gracilifolius Brugg.-Nann. & Nyholm	INBSYS0000000738	Mossen	5283016	Fissidens gracilifolius Bruggeman-Nannenga & Nyholm, 1986	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
432	fissiinc	Gekromd vedermos	Fissidens incurvus Starke ex Röhl.	INBSYS0000001092	Mossen	8133697	Fissidens incurvus Starke ex Röhl.	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	TRUE	SYNONYM	Fissidentaceae
433	fissilim	Zwakgezoomd vedermos	Fissidens limbatus Sull.	NBNSYS0000036271	Mossen	5710777	Fissidens limbatus Sull.	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	TRUE	SYNONYM	Fissidentaceae
434	fissimon	Puntvedermos	Fissidens monguillonii Thér.	INBSYS0000000797	Mossen	5283145	Fissidens monguillonii Thériot, 1899	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
435	fissiosm	Varenvedermos	Fissidens osmundoides Hedw.	NBNSYS0000036282	Mossen	5283206	Fissidens osmundoides Hedwig, 1801	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
436	fissipus	Klein beekvedermos	Fissidens pusillus (Wilson) Milde	NHMSYS0000309875	Mossen	5710759	Fissidens pusillus (Wilson) Milde	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
437	fissiriv	Groot beekvedermos	Fissidens rivularis (Spruce) Schimp.	INBSYS0000000705	Mossen	5283119	Fissidens rivularis W.P.Schimper, 1851	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
438	fissiruf	Slank riviervedermos	Fissidens rufulus Bruch & Schimp.	INBSYS0000000736	Mossen	5283054	Fissidens rufulus W.P.Schimper, 1851	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
439	fissitax	Kleivedermos	Fissidens taxifolius Hedw.	NBNSYS0000036284	Mossen	5283263	Fissidens taxifolius Hedwig, 1801	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
440	fissivir	Klein gezoomd vedermos	Fissidens viridulus (Sw. ex anon.) Wahlenb.	INBSYS0000000710	Mossen	7825775	Fissidens viridulus (Sw. ex Anon.) Wahlenb.	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
441	fonti-sp	Bronmos (G)	Fontinalis	NBNSYS0000042264	Mossen	2673403	Fontinalis Hedw.	GENUS	Isobryales	EXACT	Bryophyta	Plantae	Fontinalis	Bryopsida	94	FALSE	ACCEPTED	Fontinalaceae
442	fontiant	Bronmos	Fontinalis antipyretica Hedw.	NBNSYS0000022274	Mossen	2673408	Fontinalis antipyretica Hedwig, 1801	SPECIES	Isobryales	EXACT	Bryophyta	Plantae	Fontinalis	Bryopsida	100	FALSE	DOUBTFUL	Fontinalaceae
443	fontisqu	Rond bronmos	Fontinalis squamosa Hedw.	NBNSYS0000036730	Mossen	2678774	Fontinalis squamosa Hedwig, 1801	SPECIES	Isobryales	EXACT	Bryophyta	Plantae	Fontinalis	Bryopsida	100	FALSE	ACCEPTED	Fontinalaceae
444	fosso-sp	Goudkorrelmos (G)	Fossombronia	NBNSYS0000041972	Mossen	7660961	Fossombronia	GENUS	Fossombroniales	EXACT	Marchantiophyta	Plantae	Fossombronia	Jungermanniopsida	94	FALSE	ACCEPTED	Fossombroniaceae
445	fossofov	Grof goudkorrelmos	Fossombronia foveolata Lindb.	NBNSYS0000036009	Mossen	4277547	Fossombronia foveolata Lindb.	SPECIES	Fossombroniales	EXACT	Marchantiophyta	Plantae	Fossombronia	Jungermanniopsida	100	FALSE	ACCEPTED	Fossombroniaceae
446	fossoinc	Kropgoudkorrelmos	Fossombronia incurva Lindb.	NBNSYS0000036018	Mossen	6096599	Fossombronia incurva Lindb.	SPECIES	Fossombroniales	EXACT	Marchantiophyta	Plantae	Fossombronia	Jungermanniopsida	100	FALSE	ACCEPTED	Fossombroniaceae
447	fossopus	Klein goudkorrelmos	Fossombronia pusilla (L.) Nees	NBNSYS0000036015	Mossen	2688723	Fossombronia pusilla (L.) Nees	SPECIES	Fossombroniales	EXACT	Marchantiophyta	Plantae	Fossombronia	Jungermanniopsida	100	FALSE	ACCEPTED	Fossombroniaceae
448	fossowon	Gestekeld goudkorrelmos	Fossombronia wondraczekii (Corda) Lindb.	INBSYS0000000567	Mossen	7527936	Fossombronia wondraczekii (Corda) Dumort. ex Lindb.	SPECIES	Fossombroniales	EXACT	Marchantiophyta	Plantae	Fossombronia	Jungermanniopsida	100	FALSE	ACCEPTED	Fossombroniaceae
449	frull-sp	Roestmos (G)	Frullania	NBNSYS0000133277	Mossen	2688736	Frullania Raddi	GENUS	Porellales	EXACT	Marchantiophyta	Plantae	Frullania	Jungermanniopsida	94	FALSE	ACCEPTED	Frullaniaceae
450	frulldil	Helmroestmos	Frullania dilatata (L.) Dumort.	NHMSYS0000309902	Mossen	2688740	Frullania dilatata (L.) Dumort.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Frullania	Jungermanniopsida	100	FALSE	ACCEPTED	Frullaniaceae
451	frullfra	Bros roestmos	Frullania fragilifolia (Taylor) Gottsche et al.	INBSYS0000000714	Mossen	5836834	Frullania fragilifolia (Taylor) Gottsche, Lindenb. & Nees	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Frullania	Jungermanniopsida	100	FALSE	ACCEPTED	Frullaniaceae
452	frulltam	Flesjesroestmos	Frullania tamarisci (L.) Dumort.	NHMSYS0000309907	Mossen	2688738	Frullania tamarisci (L.) Dumort.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Frullania	Jungermanniopsida	100	FALSE	ACCEPTED	Frullaniaceae
453	funar-sp	Krulmos (G)	Funaria	NBNSYS0000133287	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
454	funarhyg	Gewoon krulmos	Funaria hygrometrica Hedw.	NBNSYS0000036512	Mossen	5281229	Funaria hygrometrica Hedwig, 1801	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Funaria	Bryopsida	100	FALSE	DOUBTFUL	Funariaceae
455			Funaria muhlenbergii Turner	NHMSYS0000309913	Mossen	8098141	Funaria muhlenbergii Turner	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Entosthodon	Bryopsida	100	TRUE	SYNONYM	Funariaceae
456			Funaria pulchella Philib.	NBNSYS0000036514	Mossen	5281622	Funaria pulchella Philibert, 1884	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Funaria	Bryopsida	100	FALSE	ACCEPTED	Funariaceae
457	grimm-sp	Muisjesmos	Grimmia	NBNSYS0000133503	Mossen	2673623	Grimmia Hedw.	GENUS	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	92	FALSE	ACCEPTED	Grimmiaceae
458	grimmatr	Kopermuisjesmos	Grimmia atrata Miel. ex Hornsch.	INBSYS0000000767	Mossen	5281751	Grimmia atrata Mielichhofer ex Hornschuch, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
459	grimmcae	NA	Grimmia caespiticia (Brid.) Jur.	INBSYS0000000548	Mossen	5281718	Grimmia caespiticia Juratzka, 1882	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
460	grimmcri	Krijtmuisjesmos	Grimmia crinita Brid.	NBNSYS0000036460	Mossen	5281790	Grimmia crinita Bridel, 1806	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
461	grimmdec	Groot muisjesmos	Grimmia decipiens (Schultz) Lindb.	NHMSYS0000309964	Mossen	5281760	Grimmia decipiens Lindberg, 1861	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
462	grimmdis	Verborgen muisjesmos	Grimmia dissimulata E.Maier	INBSYS0000000742	Mossen	5281775	Grimmia dissimulata E.Maier, 2002	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
463	grimmelo	Bruin muisjesmos	Grimmia elongata Kaulf.	NHMSYS0000309970	Mossen	5281731	Grimmia elongata G.Kaulfuss, 1816	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
464	grimmhar	Trosmuisjesmos	Grimmia hartmanii Schimp.	NBNSYS0000036485	Mossen	5281758	Grimmia hartmanii W.P.Schimper, 1860	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
465	grimmlae	Dikbladig muisjesmos	Grimmia laevigata (Brid.) Brid.	NBNSYS0000036461	Mossen	5281784	Grimmia laevigata Bridel, 1826	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
466	grimmlis	Beekmuisjesmos	Grimmia lisae De Not.	INBSYS0000000740	Mossen	5281756	Grimmia lisae De Notaris, 1837	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
467	grimmlon	Gevouwen muisjesmos	Grimmia longirostris Hook.	NBNSYS0100003298	Mossen	5281737	Grimmia longirostris W.J.Hooker, 1818	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
468	grimmmon	Bergmuisjesmos	Grimmia montana Bruch & Schimp.	NHMSYS0000309973	Mossen	5281783	Grimmia montana Bruch & W.P.Schimper, 1845	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
469	grimmmue	Kantig muisjesmos	Grimmia muehlenbeckii Schimp.	INBSYS0000000776	Mossen	5281774	Grimmia muehlenbeckii W.P.Schimper, 1860	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
470	grimmorb	Bolrond muisjesmos	Grimmia orbicularis Bruch ex Wilson	NHMSYS0000309975	Mossen	8311636	Grimmia orbicularis Bruch ex Wilson	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	DOUBTFUL	Grimmiaceae
471	grimmova	Gezoomd muisjesmos	Grimmia ovalis (Hedw.) Lindb.	NBNSYS0000036469	Mossen	5281803	Grimmia ovalis Lindberg, 1871	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
472	grimmpul	Gewoon muisjesmos	Grimmia pulvinata (Hedw.) Sm.	NBNSYS0000036475	Mossen	5281453	Grimmia pulvinata Smith, 1807	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	DOUBTFUL	Grimmiaceae
473	grimmram	Gekield muisjesmos	Grimmia ramondii (Lam. & DC.) Margad.	INBSYS0000000652	Mossen	5281809	Grimmia ramondii Margadant, 1972	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
