id,scientific_name,rank,order,phylum,kingdom,genus,class,family
42,"Gyroweisia tenuis W.P.Schimper, 1876",SPECIES,Pottiales,Bryophyta,Plantae,Gyroweisia,Bryopsida,Pottiaceae
44,"Habrodon perpusillus Lindberg, 1863",SPECIES,Hypnales,Bryophyta,Plantae,Habrodon,Bryopsida,Leskeaceae
46,"Hamatocaulis vernicosus Hedenäs, 1989",SPECIES,Hypnales,Bryophyta,Plantae,Hamatocaulis,Bryopsida,Amblystegiaceae
53,"Hedwigia ciliata Palisot de Beauvois, 1805",SPECIES,Leucodontales,Bryophyta,Plantae,Hedwigia,Bryopsida,Hedwigiaceae
54,"Hedwigia stellata Hedenäs, 1994",SPECIES,Leucodontales,Bryophyta,Plantae,Hedwigia,Bryopsida,Hedwigiaceae
58,"Hennediella heimii Zander, 1993",SPECIES,Pottiales,Bryophyta,Plantae,Hennediella,Bryopsida,Pottiaceae
60,"Herzogiella seligeri Iwatsuki, 1970",SPECIES,Hypnales,Bryophyta,Plantae,Herzogiella,Bryopsida,Hypnaceae
65,Homalia trichomanoides (Hedw.) Brid.,SPECIES,Leucodontales,Bryophyta,Plantae,Homalia,Bryopsida,Neckeraceae
68,Pallavicinia lyellii (Hook.) Carruth.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Pallavicinia,Jungermanniopsida,Pallaviciniacea
77,Pellia endiviifolia (Dicks.) Dumort.,SPECIES,Fossombroniales,Marchantiophyta,Plantae,Pellia,Jungermanniopsida,Pelliacaea
78,Pellia epiphylla (L.) Corda,SPECIES,Pelliales,Marchantiophyta,Plantae,Pellia,Jungermanniopsida,Pelliaceae
79,Pellia neesiana (Gottsche) Limpr.,SPECIES,Pelliales,Marchantiophyta,Plantae,Pellia,Jungermanniopsida,Pelliaceae
81,Phaeoceros carolinianus (Michx.) Prosk.,SPECIES,Notothyladales,Anthocerotophyta,Plantae,Phaeoceros,Anthocerotopsida,Notothyladaceae
84,"Philonotis arnellii Husnot, 1890",SPECIES,Bryales,Bryophyta,Plantae,Philonotis,Bryopsida,Bartramiaceae
85,Philonotis caespitosa Jur.,SPECIES,Bryales,Bryophyta,Plantae,Philonotis,Bryopsida,Bartramiaceae
86,"Philonotis calcarea W.P.Schimper, 1856",SPECIES,Bryales,Bryophyta,Plantae,Philonotis,Bryopsida,Bartramiaceae
87,"Philonotis fontana Bridel, 1827",SPECIES,Bryales,Bryophyta,Plantae,Philonotis,Bryopsida,Bartramiaceae
88,"Philonotis marchica Bridel, 1827",SPECIES,Bryales,Bryophyta,Plantae,Philonotis,Bryopsida,Bartramiaceae
91,"Physcomitrium eurystomum Sendtner, 1841",SPECIES,Funariales,Bryophyta,Plantae,Physcomitrium,Bryopsida,Funariaceae
93,Acaulon muticum (Hedw.) Müll.Hal.,SPECIES,Pottiales,Bryophyta,Plantae,Acaulon,Bryopsida,Pottiaceae
96,"Aloina aloides Kindberg, 1883",SPECIES,Pottiales,Bryophyta,Plantae,Aloina,Bryopsida,Pottiaceae
97,"Aloina rigida Limpricht, 1888",SPECIES,Pottiales,Bryophyta,Plantae,Aloina,Bryopsida,Pottiaceae
99,Amblyodon dealbatus (Sw. ex Hedw.) P.Beauv.,SPECIES,Bryales,Bryophyta,Plantae,Amblyodon,Bryopsida,Meesiaceae
103,Amblystegium radicale (P.Beauv.) Schimp.,SPECIES,Hypnales,Bryophyta,Plantae,Amblystegium,Bryopsida,Amblystegiaceae
104,"Amblystegium serpens W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Amblystegium,Bryopsida,Amblystegiaceae
115,Aneura maxima (Schiffn.) Steph.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Aneura,Jungermanniopsida,Aneuraceae
116,Aneura pinguis (L.) Dumort.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Aneura,Jungermanniopsida,Aneuraceae
121,"Anomodon attenuatus Hübener, 1833",SPECIES,Hypnales,Bryophyta,Plantae,Anomodon,Bryopsida,Thuidiaceae
124,"Anomodon viticulosus W.J.Hooker & Taylor, 1818",SPECIES,Hypnales,Bryophyta,Plantae,Anomodon,Bryopsida,Thuidiaceae
126,Anthoceros agrestis Paton,SPECIES,Anthocerotales,Anthocerotophyta,Plantae,Anthoceros,Anthocerotopsida,Anthocerotaceae
127,Anthoceros caucasicus Steph.,SPECIES,Anthocerotales,Anthocerotophyta,Plantae,Anthoceros,Anthocerotopsida,Anthocerotaceae
128,Anthoceros punctatus L.,SPECIES,Anthocerotales,Anthocerotophyta,Plantae,Anthoceros,Anthocerotopsida,Anthocerotaceae
130,"Antitrichia curtipendula Bridel, 1819",SPECIES,Leucodontales,Bryophyta,Plantae,Antitrichia,Bryopsida,Leucodontaceae
136,"Archidium alternifolium Mitten, 1851",SPECIES,Archidiales,Bryophyta,Plantae,Archidium,Bryopsida,Archidiaceae
138,"Atrichum angustatum Bruch & W.P.Schimper, 1844",SPECIES,Polytrichales,Bryophyta,Plantae,Atrichum,Bryopsida,Polytrichaceae
139,"Atrichum tenellum Bruch & W.P.Schimper, 1844",SPECIES,Polytrichales,Bryophyta,Plantae,Atrichum,Bryopsida,Polytrichaceae
140,"Atrichum undulatum Palisot de Beauvois, 1805",SPECIES,Polytrichales,Bryophyta,Plantae,Atrichum,Bryopsida,Polytrichaceae
142,"Aulacomnium androgynum Schwaegrichen, 1827",SPECIES,Bryales,Bryophyta,Plantae,Aulacomnium,Bryopsida,Aulacomniaceae
143,"Aulacomnium palustre Schwaegrichen, 1827",SPECIES,Bryales,Bryophyta,Plantae,Aulacomnium,Bryopsida,Aulacomniaceae
145,Barbilophozia attenuata (Mart.) Loeske,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Neoorthocaulis,Jungermanniopsida,Anastrophyllaceae
146,Barbilophozia barbata (Schmidel ex Schreb.) Loeske,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Barbilophozia,Jungermanniopsida,Anastrophyllaceae
147,Barbilophozia floerkei (F.Weber & D.Mohr) Loeske,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Neoorthocaulis,Jungermanniopsida,Anastrophyllaceae
148,Barbilophozia hatcheri (A.Evans) Loeske,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Barbilophozia,Jungermanniopsida,Anastrophyllaceae
151,"Barbula convoluta Hedwig, 1801",SPECIES,Pottiales,Bryophyta,Plantae,Barbula,Bryopsida,Pottiaceae
152,"Barbula unguiculata Hedwig, 1801",SPECIES,Pottiales,Bryophyta,Plantae,Barbula,Bryopsida,Pottiaceae
156,"Bartramia pomiformis Hedwig, 1801",SPECIES,Bryales,Bryophyta,Plantae,Bartramia,Bryopsida,Bartramiaceae
158,Bazzania trilobata (L.) Gray,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Bazzania,Jungermanniopsida,Lepidoziaceae
161,Blasia pusilla L.,SPECIES,Blasiales,Marchantiophyta,Plantae,Blasia,Marchantiopsida,Blasiaceae
165,"Brachythecium albicans W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
167,"Brachythecium glareosum W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
168,"Brachythecium mildeanum W.P.Schimper, 1862",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
174,"Brachythecium rivulare W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
175,"Brachythecium rutabulum W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
176,"Brachythecium salebrosum W.P.Schimper, 1853",SPECIES,Hypnales,Bryophyta,Plantae,Brachythecium,Bryopsida,Brachytheciaceae
181,"Bryoerythrophyllum ferruginascens Giacomini, 1947",SPECIES,Pottiales,Bryophyta,Plantae,Bryoerythrophyllum,Bryopsida,Pottiaceae
182,Bryoerythrophyllum recurvirostrum (Hedw.) P.C.Chen,SPECIES,Pottiales,Bryophyta,Plantae,Bryoerythrophyllum,Bryopsida,Pottiaceae
184,Bryum algovicum Sendtn. ex Müll.Hal.,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
186,"Bryum argenteum Hedwig, 1801",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
187,Bryum barnesii J.B.Wood ex Schimp.,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
188,"Bryum bornholmense Winkelmann & Ruthe, 1899",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
189,"Bryum caespiticium Hedwig, 1801",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
191,Bryum capillare Hedw.,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
192,"Bryum creberrimum Taylor, 1846",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
193,"Bryum cyclophyllum Bruch & W.P.Schimper, 1839",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
194,"Bryum demaretianum Arts, 1992",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
195,"Bryum dichotomum Hedwig, 1801",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
197,Bryum dyffrynense Holyoak,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
198,"Bryum elegans Nees, 1827",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
200,"Bryum gemmiferum R.Wilczek & Demaret, 1976",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
201,"Bryum gemmilucens R.Wilczek & Demaret, 1976",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
204,"Bryum intermedium Blandow, 1809",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
205,"Bryum klinggraeffii W.P.Schimper, 1858",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
206,"Bryum knowltonii Barnes, 1889",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
208,Bryum moravicum Podp.,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
211,Bryum pallens Sw. ex Anon.,SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
212,"Bryum pallescens Schleicher ex Schwaegrichen, 1816",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
213,"Bryum pseudotriquetrum P.G.Gärtner, B.Meyer & Scherbius, 1802",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
214,"Bryum radiculosum Bridel, 1817",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
216,"Bryum ruderale Crundwell & Nyholm, 1963",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
218,"Bryum sauteri Bruch & W.P.Schimper, 1846",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
220,"Bryum subapiculatum Hampe, 1872",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
222,"Bryum tenuisetum Limpricht, 1897",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
227,"Bryum violaceum Crundwell & Nyholm, 1963",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
228,"Bryum warneum Bridel, 1826",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
229,"Bryum weigelii Sprengel, 1807",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
231,"Buxbaumia aphylla Hedwig, 1801",SPECIES,Buxbaumiales,Bryophyta,Plantae,Buxbaumia,Bryopsida,Buxbaumiaceae
233,"Calliergon cordifolium Kindberg, 1894",SPECIES,Hypnales,Bryophyta,Plantae,Calliergon,Bryopsida,Amblystegiaceae
234,"Calliergon giganteum Kindberg, 1894",SPECIES,Hypnales,Bryophyta,Plantae,Calliergon,Bryopsida,Amblystegiaceae
237,"Calliergonella cuspidata Loeske, 1911",SPECIES,Hypnales,Bryophyta,Plantae,Calliergonella,Bryopsida,Amblystegiaceae
238,"Calliergonella lindbergii Hedenäs, 1990",SPECIES,Hypnales,Bryophyta,Plantae,Calliergonella,Bryopsida,Amblystegiaceae
240,Calypogeia arguta Nees & Mont.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
241,Calypogeia azurea Stotler & Crotz,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
242,Calypogeia fissa (L.) Raddi,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
243,Calypogeia integristipula Steph.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
244,Calypogeia muelleriana (Schiffn.) Müll.Frib.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
245,Calypogeia neesiana (C.Massal. & Carestia) Müll.Frib.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
246,Calypogeia sphagnicola (Arnell & J.Perss.) Warnst. & Loeske,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Calypogeia,Jungermanniopsida,Calypogeiaceae
249,Campyliadelphus chrysophyllus (Brid.) R.S.Chopra,SPECIES,Hypnales,Bryophyta,Plantae,Campyliadelphus,Bryopsida,Amblystegiaceae
250,"Campyliadelphus elodes Kanda, 1975",SPECIES,Hypnales,Bryophyta,Plantae,Campyliadelphus,Bryopsida,Amblystegiaceae
252,Campylium stellatum (Hedw.) C.E.O.Jensen,SPECIES,Hypnales,Bryophyta,Plantae,Campylium,Bryopsida,Amblystegiaceae
254,Campylophyllum calcareum (Crundw. & Nyholm) Hedenäs,SPECIES,Hypnales,Bryophyta,Plantae,Campylium,Bryopsida,Amblystegiaceae
257,"Campylopus flexuosus Bridel, 1819",SPECIES,Dicranales,Bryophyta,Plantae,Campylopus,Bryopsida,Dicranaceae
259,"Campylopus introflexus Bridel, 1819",SPECIES,Dicranales,Bryophyta,Plantae,Campylopus,Bryopsida,Dicranaceae
261,"Campylopus pyriformis Bridel, 1826",SPECIES,Dicranales,Bryophyta,Plantae,Campylopus,Bryopsida,Dicranaceae
268,Cephalozia bicuspidata (L.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephalozia,Jungermanniopsida,Cephaloziaceae
270,Cephalozia connivens (Dicks.) Lindb.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Fuscocephaloziopsis,Jungermanniopsida,Cephaloziaceae
271,Cephalozia lunulifolia (Dumort.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Fuscocephaloziopsis,Jungermanniopsida,Cephaloziaceae
272,Cephalozia macrostachya Kaal.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Fuscocephaloziopsis,Jungermanniopsida,Cephaloziaceae
273,Cephalozia pleniceps (Austin) Lindb.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Fuscocephaloziopsis,Jungermanniopsida,Cephaloziaceae
276,Cephaloziella divaricata (Sm.) Schiffn.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
277,Cephaloziella elachista (J.B.Jack ex Gottsche & Rabenh.) Schiffn.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
278,Cephaloziella hampeana (Nees) Schiffn.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
279,Cephaloziella rubella (Nees) Warnst.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
280,Cephaloziella stellulifera (Taylor ex Spruce) Schiffn.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
283,"Ceratodon purpureus Bridel, 1826",SPECIES,Dicranales,Bryophyta,Plantae,Ceratodon,Bryopsida,Ditrichaceae
285,Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Chiloscyphus,Jungermanniopsida,Lophocoleaceae
291,"Cinclidotus danubicus Schiffner & Baumgartner, 1906",SPECIES,Pottiales,Bryophyta,Plantae,Cinclidotus,Bryopsida,Cinclidotaceae
292,"Cinclidotus fontinaloides Palisot de Beauvois, 1805",SPECIES,Pottiales,Bryophyta,Plantae,Cinclidotus,Bryopsida,Cinclidotaceae
293,"Cinclidotus riparius Arnott, 1827",SPECIES,Pottiales,Bryophyta,Plantae,Cinclidotus,Bryopsida,Cinclidotaceae
295,"Cirriphyllum piliferum Grout, 1898",SPECIES,Hypnales,Bryophyta,Plantae,Cirriphyllum,Bryopsida,Brachytheciaceae
298,Cladopodiella fluitans (Nees) H.Buch,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Odontoschisma,Jungermanniopsida,Cephaloziaceae
299,Cladopodiella francisci (Hook.) Jörg.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Odontoschisma,Jungermanniopsida,Cephaloziaceae
301,"Climacium dendroides Weber & D.Mohr, 1804",SPECIES,Leucodontales,Bryophyta,Plantae,Climacium,Bryopsida,Climaciaceae
304,Cololejeunea minutissima (Sm.) Schiffn.,SPECIES,Porellales,Marchantiophyta,Plantae,Myriocoleopsis,Jungermanniopsida,Lejeuneaceae
314,"Cratoneuron filicinum Spruce, 1867",SPECIES,Hypnales,Bryophyta,Plantae,Cratoneuron,Bryopsida,Amblystegiaceae
318,"Cryphaea heteromalla D.Mohr, 1814",SPECIES,Leucodontales,Bryophyta,Plantae,Cryphaea,Bryopsida,Cryphaeaceae
320,"Ctenidium molluscum Mitten, 1869",SPECIES,Hypnales,Bryophyta,Plantae,Ctenidium,Bryopsida,Hypnaceae
327,"Dialytrichia mucronata Brotherus, 1902",SPECIES,Pottiales,Bryophyta,Plantae,Dialytrichia,Bryopsida,Pottiaceae
330,"Dichodontium pellucidum W.P.Schimper, 1856",SPECIES,Dicranales,Bryophyta,Plantae,Dichodontium,Bryopsida,Dicranaceae
332,"Dicranella cerviculata W.P.Schimper, 1856",SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
333,"Dicranella heteromalla W.P.Schimper, 1856",SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
335,Dicranella rufescens (Dicks.) Schimp.,SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
336,Dicranella schreberiana (Hedw.) Dixon,SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
337,Dicranella staphylina H.Whitehouse,SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
339,Dicranella varia (Hedw.) Schimp.,SPECIES,Dicranales,Bryophyta,Plantae,Dicranella,Bryopsida,Dicranaceae
341,"Dicranodontium denudatum Britton, 1913",SPECIES,Dicranales,Bryophyta,Plantae,Dicranodontium,Bryopsida,Dicranaceae
342,"Dicranoweisia cirrata Lindberg, 1869",SPECIES,Dicranales,Bryophyta,Plantae,Dicranoweisia,Bryopsida,Dicranaceae
346,"Dicranum bonjeanii De Notaris, 1837",SPECIES,Dicranales,Bryophyta,Plantae,Dicranum,Bryopsida,Dicranaceae
347,"Dicranum flagellare Hedwig, 1801",SPECIES,Dicranales,Bryophyta,Plantae,Dicranum,Bryopsida,Dicranaceae
350,Dicranum majus Sm.,SPECIES,Dicranales,Bryophyta,Plantae,Dicranum,Bryopsida,Dicranaceae
