phylum,taxon_id_parent,n_hok_1980_1999,n_hok_2000_2019,n_hok_tot_1980_1999,n_hok_tot_2000_2019,ell_l,ell_n,ell_f,ell_r,ell_t,substrate,wei
Bryophyta,481,121,146,227,227,7,4,3,7,3,"rock, soft",0.25
Bryophyta,481,121,146,227,227,7,4,3,7,3,artificial stone,0.25
Bryophyta,485,1,3,227,227,3,4,7,5,3,mineral soil,1
Bryophyta,488,25,26,227,227,6,4,9,7,3,"rock, hard",0.5
Bryophyta,488,25,26,227,227,6,4,9,7,3,artificial stone,0.5
Bryophyta,493,5,22,227,227,6,2,5,4,3,gravel or sand,0.3333333333333333
Bryophyta,493,5,22,227,227,6,2,5,4,3,peat,0.3333333333333333
Bryophyta,493,5,22,227,227,6,2,5,4,3,mineral soil,0.3333333333333333
Bryophyta,500,2,21,227,227,3,3,5,4,4,epiphytic on living wood,1
Bryophyta,501,222,226,227,227,6,4,4,4,6,decorticated wood,0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,epiphytic on living wood,0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,gravel or sand,0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,"rock, hard",0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,artificial stone,0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,mineral soil,0.14285714285714285
Bryophyta,501,222,226,227,227,6,4,4,4,6,soil on rock,0.14285714285714285
Bryophyta,502,6,2,227,227,8,1,7,1,3,peat,0.5
Bryophyta,502,6,2,227,227,8,1,7,1,3,mineral soil,0.5
Bryophyta,503,87,157,227,227,6,2,5,2,3,decaying vegetation,0.25
Bryophyta,503,87,157,227,227,6,2,5,2,3,gravel or sand,0.25
Bryophyta,503,87,157,227,227,6,2,5,2,3,peat,0.25
Bryophyta,503,87,157,227,227,6,2,5,2,3,mineral soil,0.25
Bryophyta,509,16,61,227,227,4,5,6,6,4,epiphytic on living wood,0.5
Bryophyta,509,16,61,227,227,4,5,6,6,4,"rock, hard",0.5
Bryophyta,511,27,113,227,227,4,3,6,4,4,decorticated wood,0.3333333333333333
Bryophyta,511,27,113,227,227,4,3,6,4,4,epiphytic on living wood,0.3333333333333333
Bryophyta,511,27,113,227,227,4,3,6,4,4,"rock, hard",0.3333333333333333
Bryophyta,541,4,2,227,227,1,4,5,8,8,"rock, hard",0.3333333333333333
Bryophyta,541,4,2,227,227,1,4,5,8,8,"rock, soft",0.3333333333333333
Bryophyta,541,4,2,227,227,1,4,5,8,8,artificial stone,0.3333333333333333
Bryophyta,543,103,85,227,227,7,7,6,6,6,mineral soil,1
Bryophyta,545,184,141,227,227,6,7,9,7,7,decorticated wood,0.2
Bryophyta,545,184,141,227,227,6,7,9,7,7,epiphytic on living wood,0.2
Bryophyta,545,184,141,227,227,6,7,9,7,7,"rock, hard",0.2
Bryophyta,545,184,141,227,227,6,7,9,7,7,artificial stone,0.2
Bryophyta,545,184,141,227,227,6,7,9,7,7,mineral soil,0.2
Bryophyta,547,3,2,227,227,7,2,4,2,5,decaying vegetation,0.16666666666666666
Bryophyta,547,3,2,227,227,7,2,4,2,5,decorticated wood,0.16666666666666666
Bryophyta,547,3,2,227,227,7,2,4,2,5,gravel or sand,0.16666666666666666
Bryophyta,547,3,2,227,227,7,2,4,2,5,peat,0.16666666666666666
Bryophyta,547,3,2,227,227,7,2,4,2,5,mineral soil,0.16666666666666666
Bryophyta,547,3,2,227,227,7,2,4,2,5,soil on rock,0.16666666666666666
Bryophyta,548,1,4,227,227,6,2,5,3,6,decaying vegetation,0.5
Bryophyta,548,1,4,227,227,6,2,5,3,6,decorticated wood,0.5
Bryophyta,550,69,79,227,227,6,6,5,7,5,epiphytic on living wood,0.5
Bryophyta,550,69,79,227,227,6,6,5,7,5,artificial stone,0.5
Bryophyta,552,60,95,227,227,5,2,6,2,3,decaying vegetation,0.25
Bryophyta,552,60,95,227,227,5,2,6,2,3,decorticated wood,0.25
Bryophyta,552,60,95,227,227,5,2,6,2,3,peat,0.25
Bryophyta,552,60,95,227,227,5,2,6,2,3,mineral soil,0.25
Bryophyta,555,5,17,227,227,6,4,4,7,5,epiphytic on living wood,0.3333333333333333
Bryophyta,555,5,17,227,227,6,4,4,7,5,"rock, hard",0.3333333333333333
Bryophyta,555,5,17,227,227,6,4,4,7,5,artificial stone,0.3333333333333333
Bryophyta,594,4,3,227,227,8,2,3,9,6,mineral soil,0.5
Bryophyta,594,4,3,227,227,8,2,3,9,6,soil on rock,0.5
Bryophyta,595,10,13,227,227,8,5,3,7,6,mineral soil,1
Bryophyta,596,2,4,227,227,8,4,5,8,6,mineral soil,1
Bryophyta,602,11,7,227,227,8,5,8,5,7,mineral soil,1
Bryophyta,606,204,205,227,227,4,4,5,4,3,decorticated wood,0.25
Bryophyta,606,204,205,227,227,4,4,5,4,3,gravel or sand,0.25
Bryophyta,606,204,205,227,227,4,4,5,4,3,peat,0.25
Bryophyta,606,204,205,227,227,4,4,5,4,3,mineral soil,0.25
Bryophyta,607,11,10,227,227,3,4,6,7,3,"rock, hard",0.3333333333333333
Bryophyta,607,11,10,227,227,3,4,6,7,3,"rock, soft",0.3333333333333333
Bryophyta,607,11,10,227,227,3,4,6,7,3,mineral soil,0.3333333333333333
Bryophyta,608,7,6,227,227,2,4,6,7,3,"rock, hard",0.2
Bryophyta,608,7,6,227,227,2,4,6,7,3,"rock, soft",0.2
Bryophyta,608,7,6,227,227,2,4,6,7,3,artificial stone,0.2
Bryophyta,608,7,6,227,227,2,4,6,7,3,mineral soil,0.2
Bryophyta,608,7,6,227,227,2,4,6,7,3,soil on rock,0.2
Bryophyta,620,9,15,227,227,5,4,4,7,3,epiphytic on living wood,0.3333333333333333
Bryophyta,620,9,15,227,227,5,4,4,7,3,"rock, hard",0.3333333333333333
Bryophyta,620,9,15,227,227,5,4,4,7,3,artificial stone,0.3333333333333333
Bryophyta,631,2,1,227,227,7,1,5,2,3,gravel or sand,0.5
Bryophyta,631,2,1,227,227,7,1,5,2,3,mineral soil,0.5
Bryophyta,633,131,140,227,227,4,4,5,3,4,decorticated wood,0.5
Bryophyta,633,131,140,227,227,4,4,5,3,4,epiphytic on living wood,0.5
Bryophyta,638,188,221,227,227,6,5,4,6,4,epiphytic on living wood,1
Bryophyta,639,137,165,227,227,8,4,2,8,3,"rock, hard",0.5
Bryophyta,639,137,165,227,227,8,4,2,8,3,artificial stone,0.5
Bryophyta,641,10,13,227,227,7,4,4,8,3,"rock, hard",0.5
Bryophyta,641,10,13,227,227,7,4,4,8,3,artificial stone,0.5
Bryophyta,642,202,210,227,227,7,5,3,7,6,decorticated wood,0.25
Bryophyta,642,202,210,227,227,7,5,3,7,6,epiphytic on living wood,0.25
Bryophyta,642,202,210,227,227,7,5,3,7,6,"rock, hard",0.25
Bryophyta,642,202,210,227,227,7,5,3,7,6,artificial stone,0.25
Bryophyta,644,105,181,227,227,6,4,4,6,4,epiphytic on living wood,1
Bryophyta,645,18,54,227,227,6,5,4,7,3,epiphytic on living wood,1
Bryophyta,646,24,32,227,227,6,4,4,6,3,epiphytic on living wood,1
Bryophyta,648,35,138,227,227,6,4,5,6,6,epiphytic on living wood,1
Bryophyta,649,27,24,227,227,6,5,4,6,5,epiphytic on living wood,1
Bryophyta,652,2,3,227,227,8,3,2,5,3,"rock, hard",0.5
Bryophyta,652,2,3,227,227,8,3,2,5,3,artificial stone,0.5
Bryophyta,656,30,58,227,227,6,4,4,6,3,epiphytic on living wood,1
Bryophyta,657,1,1,227,227,6,5,5,7,5,epiphytic on living wood,1
Bryophyta,658,43,91,227,227,6,4,4,6,4,epiphytic on living wood,1
Bryophyta,659,75,152,227,227,6,4,4,6,5,epiphytic on living wood,1
Bryophyta,660,52,133,227,227,6,5,4,6,6,epiphytic on living wood,1
Bryophyta,662,92,84,227,227,7,6,8,7,4,mineral soil,1
Bryophyta,663,5,0,227,227,8,5,8,5,7,mineral soil,1
Bryophyta,672,139,128,227,227,6,4,6,6,4,decorticated wood,0.25
Bryophyta,672,139,128,227,227,6,4,6,6,4,gravel or sand,0.25
Bryophyta,672,139,128,227,227,6,4,6,6,4,mineral soil,0.25
Bryophyta,672,139,128,227,227,6,4,6,6,4,soil on rock,0.25
Bryophyta,673,17,12,227,227,6,5,6,7,3,decorticated wood,0.25
Bryophyta,673,17,12,227,227,6,5,6,7,3,"rock, hard",0.25
Bryophyta,673,17,12,227,227,6,5,6,7,3,artificial stone,0.25
Bryophyta,673,17,12,227,227,6,5,6,7,3,mineral soil,0.25
Bryophyta,674,10,15,227,227,6,4,9,6,2,mineral soil,1
Bryophyta,675,24,31,227,227,7,3,8,5,2,mineral soil,1
Bryophyta,677,25,39,227,227,5,4,7,6,3,gravel or sand,0.16666666666666666
Bryophyta,677,25,39,227,227,5,4,7,6,3,"rock, hard",0.16666666666666666
Bryophyta,677,25,39,227,227,5,4,7,6,3,"rock, soft",0.16666666666666666
Bryophyta,677,25,39,227,227,5,4,7,6,3,artificial stone,0.16666666666666666
Bryophyta,677,25,39,227,227,5,4,7,6,3,mineral soil,0.16666666666666666
Bryophyta,677,25,39,227,227,5,4,7,6,3,soil on rock,0.16666666666666666
Bryophyta,678,137,154,227,227,5,5,6,6,3,mineral soil,1
Bryophyta,683,111,118,227,227,3,5,5,3,3,decaying vegetation,0.3333333333333333
Bryophyta,683,111,118,227,227,3,5,5,3,3,decorticated wood,0.3333333333333333
Bryophyta,683,111,118,227,227,3,5,5,3,3,mineral soil,0.3333333333333333
Bryophyta,685,95,112,227,227,3,4,5,3,3,decorticated wood,0.3333333333333333
Bryophyta,685,95,112,227,227,3,4,5,3,3,epiphytic on living wood,0.3333333333333333
Bryophyta,685,95,112,227,227,3,4,5,3,3,mineral soil,0.3333333333333333
Bryophyta,686,22,13,227,227,2,5,8,5,3,decaying vegetation,0.3333333333333333
Bryophyta,686,22,13,227,227,2,5,8,5,3,decorticated wood,0.3333333333333333
Bryophyta,686,22,13,227,227,2,5,8,5,3,epiphytic on living wood,0.3333333333333333
Bryophyta,687,127,95,227,227,3,5,6,5,3,decorticated wood,0.3333333333333333
Bryophyta,687,127,95,227,227,3,5,6,5,3,mineral soil,0.3333333333333333
Bryophyta,687,127,95,227,227,3,5,6,5,3,soil on rock,0.3333333333333333
Bryophyta,688,40,64,227,227,4,2,6,2,3,decaying vegetation,0.25
Bryophyta,688,40,64,227,227,4,2,6,2,3,decorticated wood,0.25
Bryophyta,688,40,64,227,227,4,2,6,2,3,mineral soil,0.25
Bryophyta,688,40,64,227,227,4,2,6,2,3,soil on rock,0.25
Bryophyta,692,54,82,227,227,4,4,4,5,5,epiphytic on living wood,1
Bryophyta,694,37,35,227,227,4,6,10,6,3,"rock, hard",0.5
Bryophyta,694,37,35,227,227,4,6,10,6,3,artificial stone,0.5
Bryophyta,696,39,17,227,227,6,4,5,5,5,mineral soil,1
Bryophyta,698,32,27,227,227,7,4,6,5,3,mineral soil,1
Bryophyta,700,2,7,227,227,8,2,2,9,8,gravel or sand,0.5
Bryophyta,700,2,7,227,227,8,2,2,9,8,mineral soil,0.5
Bryophyta,702,87,101,227,227,6,2,5,2,3,gravel or sand,0.3333333333333333
Bryophyta,702,87,101,227,227,6,2,5,2,3,peat,0.3333333333333333
Bryophyta,702,87,101,227,227,6,2,5,2,3,mineral soil,0.3333333333333333
Bryophyta,704,33,22,227,227,4,3,6,3,3,gravel or sand,0.5
Bryophyta,704,33,22,227,227,4,3,6,3,3,mineral soil,0.5
Bryophyta,705,10,8,227,227,5,2,6,3,5,mineral soil,1
Bryophyta,706,2,6,227,227,7,1,5,3,2,gravel or sand,0.3333333333333333
Bryophyta,706,2,6,227,227,7,1,5,3,2,mineral soil,0.3333333333333333
Bryophyta,706,2,6,227,227,7,1,5,3,2,soil on rock,0.3333333333333333
Bryophyta,709,72,37,227,227,6,3,6,4,3,gravel or sand,0.5
Bryophyta,709,72,37,227,227,6,3,6,4,3,mineral soil,0.5
Bryophyta,710,43,25,227,227,7,3,7,4,3,gravel or sand,0.5
Bryophyta,710,43,25,227,227,7,3,7,4,3,mineral soil,0.5
Bryophyta,711,37,14,227,227,7,3,7,4,3,mineral soil,1
Bryophyta,715,15,13,227,227,5,2,7,4,3,gravel or sand,0.5
Bryophyta,715,15,13,227,227,5,2,7,4,3,mineral soil,0.5
Bryophyta,716,58,24,227,227,6,4,6,5,3,mineral soil,1
Bryophyta,717,32,11,227,227,5,4,5,5,2,mineral soil,1
Bryophyta,718,67,52,227,227,6,6,7,7,5,mineral soil,1
Bryophyta,719,157,150,227,227,5,2,5,2,3,decaying vegetation,0.16666666666666666
Bryophyta,719,157,150,227,227,5,2,5,2,3,decorticated wood,0.16666666666666666
Bryophyta,719,157,150,227,227,5,2,5,2,3,gravel or sand,0.16666666666666666
Bryophyta,719,157,150,227,227,5,2,5,2,3,peat,0.16666666666666666
Bryophyta,719,157,150,227,227,5,2,5,2,3,mineral soil,0.16666666666666666
Bryophyta,720,44,28,227,227,6,4,8,6,3,gravel or sand,0.5
Bryophyta,720,44,28,227,227,6,4,8,6,3,mineral soil,0.5
Bryophyta,723,96,103,227,227,6,2,7,2,2,peat,0.5
Bryophyta,723,96,103,227,227,6,2,7,2,2,mineral soil,0.5
Bryophyta,725,76,102,227,227,8,2,5,3,2,gravel or sand,0.3333333333333333
Bryophyta,725,76,102,227,227,8,2,5,3,2,peat,0.3333333333333333
Bryophyta,725,76,102,227,227,8,2,5,3,2,mineral soil,0.3333333333333333
Bryophyta,727,82,85,227,227,9,1,3,3,3,gravel or sand,0.5
Bryophyta,727,82,85,227,227,9,1,3,3,3,mineral soil,0.5
Bryophyta,738,64,41,227,227,7,5,7,5,5,gravel or sand,0.5
Bryophyta,738,64,41,227,227,7,5,7,5,5,mineral soil,0.5
Bryophyta,740,1,1,227,227,6,4,9,5,2,mineral soil,1
Bryophyta,742,2,2,227,227,8,2,9,7,2,gravel or sand,0.5
Bryophyta,742,2,2,227,227,8,2,9,7,2,mineral soil,0.5
Bryophyta,744,85,136,227,227,8,5,3,7,5,gravel or sand,0.3333333333333333
Bryophyta,744,85,136,227,227,8,5,3,7,5,mineral soil,0.3333333333333333
Bryophyta,744,85,136,227,227,8,5,3,7,5,soil on rock,0.3333333333333333
Bryophyta,745,17,27,227,227,6,3,3,8,6,"rock, hard",0.3333333333333333
Bryophyta,745,17,27,227,227,6,3,3,8,6,"rock, soft",0.3333333333333333
Bryophyta,745,17,27,227,227,6,3,3,8,6,artificial stone,0.3333333333333333
Bryophyta,750,157,149,227,227,3,4,6,3,4,decaying vegetation,0.2
Bryophyta,750,157,149,227,227,3,4,6,3,4,decorticated wood,0.2
Bryophyta,750,157,149,227,227,3,4,6,3,4,"rock, hard",0.2
Bryophyta,750,157,149,227,227,3,4,6,3,4,mineral soil,0.2
Bryophyta,750,157,149,227,227,3,4,6,3,4,soil on rock,0.2
Bryophyta,753,2,4,227,227,6,2,5,6,2,"rock, hard",1
Bryophyta,757,3,3,227,227,8,2,3,8,7,mineral soil,1
Bryophyta,762,2,3,227,227,5,2,6,3,2,"rock, hard",0.5
Bryophyta,762,2,3,227,227,5,2,6,3,2,mineral soil,0.5
Bryophyta,766,26,99,227,227,6,4,4,5,3,epiphytic on living wood,1
Bryophyta,768,2,0,227,227,6,2,8,2,3,"rock, hard",1
Bryophyta,774,2,0,227,227,7,1,2,2,3,"rock, hard",0.5
Bryophyta,774,2,0,227,227,7,1,2,2,3,artificial stone,0.5
Bryophyta,775,3,0,227,227,7,1,4,2,3,peat,0.25
Bryophyta,775,3,0,227,227,7,1,4,2,3,"rock, hard",0.25
Bryophyta,775,3,0,227,227,7,1,4,2,3,artificial stone,0.25
Bryophyta,775,3,0,227,227,7,1,4,2,3,mineral soil,0.25
Bryophyta,788,92,83,227,227,5,4,8,5,3,decorticated wood,0.25
Bryophyta,788,92,83,227,227,5,4,8,5,3,"rock, hard",0.25
Bryophyta,788,92,83,227,227,5,4,8,5,3,artificial stone,0.25
Bryophyta,788,92,83,227,227,5,4,8,5,3,mineral soil,0.25
Bryophyta,793,2,0,227,227,2,6,9,7,8,epiphytic on living wood,0.25
Bryophyta,793,2,0,227,227,2,6,9,7,8,"rock, hard",0.25
Bryophyta,793,2,0,227,227,2,6,9,7,8,"rock, soft",0.25
Bryophyta,793,2,0,227,227,2,6,9,7,8,artificial stone,0.25
Bryophyta,794,14,14,227,227,3,5,4,8,5,"rock, hard",0.25
Bryophyta,794,14,14,227,227,3,5,4,8,5,"rock, soft",0.25
Bryophyta,794,14,14,227,227,3,5,4,8,5,artificial stone,0.25
Bryophyta,794,14,14,227,227,3,5,4,8,5,soil on rock,0.25
Bryophyta,798,132,198,227,227,4,6,5,7,5,decorticated wood,0.25
Bryophyta,798,132,198,227,227,4,6,5,7,5,epiphytic on living wood,0.25
Bryophyta,798,132,198,227,227,4,6,5,7,5,"rock, hard",0.25
Bryophyta,798,132,198,227,227,4,6,5,7,5,artificial stone,0.25
Bryophyta,799,6,13,227,227,7,5,4,7,6,gravel or sand,0.5
Bryophyta,799,6,13,227,227,7,5,4,7,6,mineral soil,0.5
Bryophyta,800,74,85,227,227,4,5,5,7,3,"rock, hard",0.5
Bryophyta,800,74,85,227,227,4,5,5,7,3,artificial stone,0.5
Bryophyta,803,6,55,227,227,5,2,6,2,3,decorticated wood,0.3333333333333333
Bryophyta,803,6,55,227,227,5,2,6,2,3,"rock, hard",0.3333333333333333
Bryophyta,803,6,55,227,227,5,2,6,2,3,mineral soil,0.3333333333333333
Bryophyta,804,170,199,227,227,7,4,5,5,3,gravel or sand,0.5
Bryophyta,804,170,199,227,227,7,4,5,5,3,mineral soil,0.5
Bryophyta,806,13,30,227,227,6,3,6,6,3,gravel or sand,0.5
Bryophyta,806,13,30,227,227,6,3,6,6,3,mineral soil,0.5
Bryophyta,831,26,29,227,227,6,2,6,4,2,epiphytic on living wood,1
Bryophyta,854,1,0,227,227,7,3,8,5,2,epiphytic on living wood,0.3333333333333333
Bryophyta,854,1,0,227,227,7,3,8,5,2,"rock, hard",0.3333333333333333
Bryophyta,854,1,0,227,227,7,3,8,5,2,artificial stone,0.3333333333333333
Bryophyta,860,1,5,227,227,6,6,5,7,7,epiphytic on living wood,0.2
Bryophyta,860,1,5,227,227,6,6,5,7,7,"rock, hard",0.2
Bryophyta,860,1,5,227,227,6,6,5,7,7,artificial stone,0.2
Bryophyta,860,1,5,227,227,6,6,5,7,7,mineral soil,0.2
Bryophyta,860,1,5,227,227,6,6,5,7,7,soil on rock,0.2
Bryophyta,864,6,1,227,227,7,1,6,1,5,mineral soil,1
Bryophyta,867,2,2,227,227,8,2,8,7,3,mineral soil,1
Bryophyta,868,2,1,227,227,8,2,9,6,2,gravel or sand,0.3333333333333333
Bryophyta,868,2,1,227,227,8,2,9,6,2,peat,0.3333333333333333
Bryophyta,868,2,1,227,227,8,2,9,6,2,mineral soil,0.3333333333333333
Bryophyta,869,2,4,227,227,8,2,10,6,2,gravel or sand,0.5
Bryophyta,869,2,4,227,227,8,2,10,6,2,mineral soil,0.5
Bryophyta,872,1,0,227,227,3,3,5,9,4,"rock, soft",1
Bryophyta,881,1,19,227,227,4,3,5,4,8,decorticated wood,0.5
Bryophyta,881,1,19,227,227,4,3,5,4,8,epiphytic on living wood,0.5
Bryophyta,891,2,1,227,227,7,2,8,3,3,peat,0.5
Bryophyta,891,2,1,227,227,7,2,8,3,3,mineral soil,0.5
Bryophyta,892,10,9,227,227,7,1,7,2,3,peat,1
Bryophyta,894,31,35,227,227,8,1,8,1,3,peat,0.5
Bryophyta,894,31,35,227,227,8,1,8,1,3,mineral soil,0.5
Bryophyta,895,1,2,227,227,8,2,9,5,3,mineral soil,1
Bryophyta,896,40,56,227,227,8,2,10,1,3,peat,1
Bryophyta,898,32,63,227,227,7,3,9,2,3,peat,1
Bryophyta,899,79,105,227,227,6,3,8,3,3,peat,0.5
Bryophyta,899,79,105,227,227,6,3,8,3,3,mineral soil,0.5
Bryophyta,900,17,35,227,227,6,3,9,3,3,peat,0.5
Bryophyta,900,17,35,227,227,6,3,9,3,3,mineral soil,0.5
Bryophyta,903,11,36,227,227,7,2,9,3,3,peat,0.5
Bryophyta,903,11,36,227,227,7,2,9,3,3,mineral soil,0.5
Bryophyta,904,6,13,227,227,8,1,8,1,3,peat,1
Bryophyta,905,5,10,227,227,8,2,10,2,3,peat,1
Bryophyta,906,2,9,227,227,8,1,8,2,5,peat,0.5
Bryophyta,906,2,9,227,227,8,1,8,2,5,mineral soil,0.5
Bryophyta,908,73,103,227,227,7,2,8,3,4,peat,0.5
Bryophyta,908,73,103,227,227,7,2,8,3,4,mineral soil,0.5
Bryophyta,909,28,40,227,227,8,1,8,1,2,peat,1
Bryophyta,914,1,4,227,227,6,2,7,2,2,mineral soil,1
Bryophyta,915,31,79,227,227,6,3,9,4,3,peat,0.5
Bryophyta,915,31,79,227,227,6,3,9,4,3,mineral soil,0.5
Bryophyta,916,12,34,227,227,7,2,8,3,4,peat,1
Bryophyta,917,7,11,227,227,8,2,9,4,2,peat,1
Bryophyta,918,21,17,227,227,8,1,8,1,3,peat,0.5
Bryophyta,918,21,17,227,227,8,1,8,1,3,mineral soil,0.5
Bryophyta,925,42,49,227,227,7,2,9,3,2,peat,0.5
Bryophyta,930,42,60,227,227,6,5,4,6,5,epiphytic on living wood,1
Bryophyta,931,24,25,227,227,6,6,6,7,6,epiphytic on living wood,0.25
Bryophyta,931,24,25,227,227,6,6,6,7,6,"rock, hard",0.25
Bryophyta,931,24,25,227,227,6,6,6,7,6,artificial stone,0.25
Bryophyta,931,24,25,227,227,6,6,6,7,6,soil on rock,0.25
Bryophyta,932,46,123,227,227,6,5,4,6,6,epiphytic on living wood,1
Bryophyta,934,26,42,227,227,8,3,3,7,5,gravel or sand,0.5
Bryophyta,934,26,42,227,227,8,3,3,7,5,artificial stone,0.5
Bryophyta,936,43,67,227,227,6,6,4,6,5,epiphytic on living wood,0.5
Bryophyta,936,43,67,227,227,6,6,4,6,5,artificial stone,0.5
Bryophyta,940,1,1,227,227,2,4,5,7,4,epiphytic on living wood,0.25
Bryophyta,940,1,1,227,227,2,4,5,7,4,"rock, hard",0.25
Bryophyta,940,1,1,227,227,2,4,5,7,4,"rock, soft",0.25
Bryophyta,940,1,1,227,227,2,4,5,7,4,mineral soil,0.25
Bryophyta,946,87,95,227,227,3,3,6,3,3,decorticated wood,1
Bryophyta,952,20,43,227,227,3,6,6,7,4,epiphytic on living wood,0.2
Bryophyta,952,20,43,227,227,3,6,6,7,4,"rock, hard",0.2
Bryophyta,952,20,43,227,227,3,6,6,7,4,"rock, soft",0.2
Bryophyta,952,20,43,227,227,3,6,6,7,4,artificial stone,0.2
Bryophyta,952,20,43,227,227,3,6,6,7,4,mineral soil,0.2
Bryophyta,955,1,1,227,227,6,2,6,5,4,"rock, hard",0.5
Bryophyta,955,1,1,227,227,6,2,6,5,4,mineral soil,0.5
Bryophyta,958,53,126,227,227,5,4,6,5,4,decorticated wood,0.2
Bryophyta,958,53,126,227,227,5,4,6,5,4,gravel or sand,0.2
Bryophyta,958,53,126,227,227,5,4,6,5,4,"rock, hard",0.2
Bryophyta,958,53,126,227,227,5,4,6,5,4,mineral soil,0.2
Bryophyta,958,53,126,227,227,5,4,6,5,4,soil on rock,0.2
Bryophyta,963,3,4,227,227,9,4,5,7,5,gravel or sand,1
Bryophyta,964,1,4,227,227,8,2,3,9,3,gravel or sand,0.3333333333333333
Bryophyta,964,1,4,227,227,8,2,3,9,3,mineral soil,0.3333333333333333
Bryophyta,964,1,4,227,227,8,2,3,9,3,soil on rock,0.3333333333333333
Bryophyta,967,6,8,227,227,7,2,4,7,5,gravel or sand,0.25
Bryophyta,967,6,8,227,227,7,2,4,7,5,"rock, hard",0.25
Bryophyta,967,6,8,227,227,7,2,4,7,5,artificial stone,0.25
Bryophyta,967,6,8,227,227,7,2,4,7,5,soil on rock,0.25
Bryophyta,974,11,7,227,227,8,3,3,8,7,mineral soil,0.5
Bryophyta,974,11,7,227,227,8,3,3,8,7,soil on rock,0.5
Bryophyta,975,14,9,227,227,3,5,4,8,8,"rock, hard",0.3333333333333333
Bryophyta,975,14,9,227,227,3,5,4,8,8,"rock, soft",0.3333333333333333
Bryophyta,975,14,9,227,227,3,5,4,8,8,artificial stone,0.3333333333333333
Bryophyta,976,42,21,227,227,8,6,5,6,5,gravel or sand,0.5
Bryophyta,976,42,21,227,227,8,6,5,6,5,mineral soil,0.5
Bryophyta,978,205,207,227,227,6,5,2,8,5,"rock, hard",0.3333333333333333
Bryophyta,978,205,207,227,227,6,5,2,8,5,"rock, soft",0.3333333333333333
Bryophyta,978,205,207,227,227,6,5,2,8,5,artificial stone,0.3333333333333333
Bryophyta,981,16,11,227,227,5,3,4,7,4,epiphytic on living wood,0.2
Bryophyta,981,16,11,227,227,5,3,4,7,4,"rock, hard",0.2
Bryophyta,981,16,11,227,227,5,3,4,7,4,artificial stone,0.2
Bryophyta,981,16,11,227,227,5,3,4,7,4,mineral soil,0.2
Bryophyta,981,16,11,227,227,5,3,4,7,4,soil on rock,0.2
Bryophyta,982,88,86,227,227,8,6,5,6,4,gravel or sand,0.5
Bryophyta,982,88,86,227,227,8,6,5,6,4,mineral soil,0.5
Bryophyta,983,2,3,227,227,2,5,4,9,8,mineral soil,1
Bryophyta,985,5,8,227,227,7,4,7,4,3,mineral soil,1
Bryophyta,992,4,0,227,227,7,3,4,8,5,gravel or sand,0.2
Bryophyta,992,4,0,227,227,7,3,4,8,5,"rock, hard",0.2
Bryophyta,992,4,0,227,227,7,3,4,8,5,artificial stone,0.2
Bryophyta,992,4,0,227,227,7,3,4,8,5,mineral soil,0.2
Bryophyta,992,4,0,227,227,7,3,4,8,5,soil on rock,0.2
Bryophyta,998,157,208,227,227,5,4,5,5,3,epiphytic on living wood,1
Bryophyta,1000,113,181,227,227,6,3,4,5,3,epiphytic on living wood,1
Bryophyta,1002,10,53,227,227,6,4,5,5,5,epiphytic on living wood,1
Bryophyta,1005,25,22,227,227,8,2,9,4,2,peat,1
Bryophyta,1006,69,60,227,227,7,2,10,2,5,peat,0.5
Bryophyta,1006,69,60,227,227,7,2,10,2,5,mineral soil,0.5
Bryophyta,1009,18,7,227,227,8,3,4,6,5,mineral soil,0.5
Bryophyta,1009,18,7,227,227,8,3,4,6,5,soil on rock,0.5
Bryophyta,1011,19,21,227,227,7,3,4,6,5,mineral soil,0.5
Bryophyta,1011,19,21,227,227,7,3,4,6,5,soil on rock,0.5
Bryophyta,1012,16,4,227,227,7,3,4,6,5,mineral soil,1
Bryophyta,1013,4,1,227,227,8,5,7,5,6,gravel or sand,0.5
Bryophyta,1013,4,1,227,227,8,5,7,5,6,mineral soil,0.5
Bryophyta,1015,3,1,227,227,8,4,6,5,5,mineral soil,1
Bryophyta,1017,3,61,227,227,6,5,4,6,5,epiphytic on living wood,1
Bryophyta,1019,5,11,227,227,6,4,4,6,5,epiphytic on living wood,1
Bryophyta,1020,31,55,227,227,6,5,4,6,4,epiphytic on living wood,0.5
Bryophyta,1020,31,55,227,227,6,5,4,6,4,artificial stone,0.5
Bryophyta,8304,3,3,227,227,8,2,3,8,6,gravel or sand,0.5
Bryophyta,8304,3,3,227,227,8,2,3,8,6,mineral soil,0.5
Bryophyta,8311,138,116,227,227,4,5,5,6,3,decorticated wood,0.2
Bryophyta,8311,138,116,227,227,4,5,5,6,3,epiphytic on living wood,0.2
Bryophyta,8311,138,116,227,227,4,5,5,6,3,"rock, hard",0.2
Bryophyta,8311,138,116,227,227,4,5,5,6,3,artificial stone,0.2
Bryophyta,8311,138,116,227,227,4,5,5,6,3,mineral soil,0.2
